,angle,batt kwh,total cost,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2
10,s20w90_50_50,100,25305.588700720178,"(32.07, 32.07, 29.142, 12.888)","(15.966, 15.966, 15.342, 14.342)","(25.446, 25.446, 25.446, 25.446)","(25.969, 25.969, 25.052, 24.747)","(32.862, 32.862, 31.972, 31.591)","(45.811, 45.811, 38.882, 38.402)","(26.017, 26.017, 18.148, 5.369)","(32.0, 32.0, 25.0, 8.0)","(39.774, 39.774, 38.883, 7.839)","(22.916, 22.916, 22.916, 7.728)"
11,w90,100,26383.109210341914,"(30.394, 30.394, 28.376, 12.461)","(13.041, 13.041, 13.041, 11.918)","(22.969, 22.969, 21.23, 20.681)","(29.777, 29.777, 29.777, 21.428)","(32.871, 32.871, 30.963, 30.661)","(45.868, 45.868, 37.149, 36.652)","(32.173, 32.173, 27.4, 4.503)","(36.224, 36.224, 24.132, 7.702)","(42.016, 42.016, 37.768, 7.753)","(30.549, 30.549, 30.549, 6.135)"
12,s20,125,23716.28273025158,"(33.0, 33.0, 29.0, 8.0)","(16.0, 16.0, 16.0, 13.0)","(25.148, 25.148, 25.146, 25.135)","(22.844, 22.844, 22.826, 22.796)","(29.175, 29.175, 29.175, 29.17)","(36.905, 36.905, 36.905, 32.365)","(19.097, 19.097, 15.944, 1.904)","(28.887, 28.887, 19.028, 5.707)","(42.0, 42.0, 26.0, 4.0)","(15.829, 15.829, 15.79, 6.066)"
13,s20w90_50_50,125,22235.99131655106,"(32.386, 32.386, 30.476, 5.142)","(9.934, 9.934, 9.934, 8.157)","(19.519, 19.519, 19.519, 19.491)","(22.0, 22.0, 22.0, 18.0)","(28.729, 28.729, 26.991, 26.289)","(39.236, 39.236, 35.714, 28.358)","(26.386, 26.386, 18.318, 0.413)","(32.0, 32.0, 26.0, 3.0)","(42.912, 42.912, 30.328, 3.322)","(20.424, 20.424, 20.383, 4.288)"
14,w90,125,23502.844754225403,"(32.232, 32.232, 31.293, 3.666)","(13.1, 13.1, 12.851, 3.223)","(20.339, 20.339, 19.167, 13.967)","(22.046, 22.046, 21.172, 14.844)","(29.933, 29.933, 29.886, 24.166)","(39.073, 39.073, 36.133, 27.627)","(32.296, 32.296, 27.022, 0.0)","(35.183, 35.183, 28.884, 2.308)","(42.341, 42.341, 36.866, 3.254)","(30.646, 30.646, 30.465, 1.648)"
15,s20,150,21121.256850574773,"(33.41, 33.41, 32.425, 0.265)","(10.11, 10.11, 9.96, 8.678)","(19.827, 19.827, 19.812, 19.793)","(18.536, 18.536, 18.536, 18.473)","(25.705, 25.705, 24.925, 24.372)","(39.096, 39.096, 37.572, 24.363)","(18.333, 18.333, 14.517, 0.0)","(26.785, 26.785, 25.914, 0.327)","(38.643, 38.643, 33.61, 0.0)","(16.0, 16.0, 15.0, 2.0)"
16,s20w90_50_50,150,19976.398566964064,"(32.801, 32.801, 29.913, 0.003)","(10.058, 10.058, 9.186, 0.787)","(16.284, 16.284, 16.036, 13.931)","(19.634, 19.634, 19.634, 11.456)","(24.002, 24.002, 23.986, 20.964)","(41.986, 41.986, 30.016, 21.823)","(22.56, 22.56, 17.875, 0.0)","(31.99, 31.99, 21.954, 0.0)","(38.628, 38.628, 38.599, 0.0)","(20.234, 20.234, 20.17, 0.0)"
17,w90,150,21758.101187993427,"(32.064, 32.064, 28.581, 0.0)","(12.846, 12.846, 11.961, 0.0)","(22.0, 22.0, 20.0, 8.0)","(20.113, 20.113, 20.044, 7.51)","(32.0, 32.0, 27.0, 18.0)","(42.169, 42.169, 28.46, 21.377)","(28.815, 28.815, 24.64, 0.0)","(32.969, 32.969, 28.935, 0.0)","(39.905, 39.905, 39.811, 0.0)","(27.915, 27.915, 27.915, 0.0)"
18,s20,200,17757.0275402199,"(28.709, 28.709, 24.948, 0.0)","(8.926, 8.926, 8.131, 0.0)","(19.0, 19.0, 16.0, 9.0)","(15.954, 15.954, 15.954, 8.883)","(21.962, 21.962, 19.197, 14.959)","(42.37, 42.37, 31.214, 13.239)","(15.544, 15.544, 12.609, 0.0)","(22.045, 22.045, 16.694, 0.0)","(35.111, 35.111, 18.086, 0.0)","(12.898, 12.898, 11.924, 0.0)"
19,s20w90_50_50,200,17003.217416714146,"(28.028, 28.028, 22.311, 0.0)","(9.0, 9.0, 0.0, 0.0)","(19.368, 19.368, 18.693, 1.645)","(16.62, 16.62, 16.545, 0.0)","(25.086, 25.086, 25.086, 9.759)","(42.128, 42.128, 34.305, 10.489)","(18.369, 18.369, 13.793, 0.0)","(25.062, 25.062, 17.896, 0.0)","(33.0, 33.0, 28.0, 0.0)","(15.217, 15.217, 10.242, 0.031)"
20,w90,200,18988.45478529806,"(28.674, 28.674, 19.11, 0.0)","(12.863, 12.863, 0.374, 0.0)","(20.444, 20.444, 19.648, 0.049)","(18.728, 18.728, 18.728, 0.115)","(32.405, 32.405, 31.442, 6.149)","(43.272, 43.272, 30.542, 9.266)","(22.758, 22.758, 19.295, 0.0)","(25.814, 25.814, 25.7, 0.001)","(34.872, 34.872, 27.319, 0.0)","(20.473, 20.473, 20.395, 0.0)"
21,s20,400,12546.751992261956,"(22.004, 22.004, 12.936, 0.0)","(3.17, 3.17, 0.323, 0.0)","(15.768, 15.768, 13.861, 0.0)","(15.838, 15.838, 6.227, 0.0)","(19.096, 19.096, 18.533, 0.0)","(38.975, 38.975, 11.897, 0.0)","(5.784, 5.784, 2.853, 0.0)","(15.848, 15.848, 4.906, 0.0)","(18.633, 18.633, 14.576, 0.0)","(8.498, 8.498, 6.207, 0.0)"
22,s20w90_50_50,400,12875.217524690408,"(22.0, 22.0, 12.0, 0.0)","(3.027, 3.027, 2.158, 0.099)","(15.445, 15.445, 14.4, 0.0)","(15.143, 15.143, 4.915, 0.0)","(21.972, 21.972, 9.942, 0.007)","(39.02, 39.02, 13.705, 0.0)","(8.707, 8.707, 3.895, 0.0)","(15.71, 15.71, 8.238, 0.0)","(18.616, 18.616, 18.343, 0.0)","(9.01, 9.01, 8.796, 0.0)"
23,w90,400,14275.423239955102,"(21.721, 21.721, 12.198, 0.029)","(6.122, 6.122, 0.348, 0.015)","(15.922, 15.922, 15.751, 0.0)","(15.958, 15.958, 2.582, 0.0)","(25.867, 25.867, 5.747, 0.015)","(38.949, 38.949, 16.851, 0.0)","(10.432, 10.432, 8.812, 0.0)","(15.86, 15.86, 11.193, 0.0)","(21.729, 21.729, 12.143, 0.0)","(12.829, 12.829, 2.899, 0.0)"
24,s20,600,10292.335016370744,"(19.084, 19.084, 7.916, 0.0)","(3.0, 3.0, 0.0, 0.0)","(12.753, 12.753, 8.926, 0.021)","(12.434, 12.434, 8.061, 0.0)","(15.86, 15.86, 14.977, 0.0)","(28.655, 28.655, 23.07, 0.0)","(0.0, 0.0, 0.0, 0.0)","(8.373, 8.373, 3.92, 0.012)","(17.92, 17.92, 5.71, 0.0)","(5.215, 5.215, 2.421, 0.0)"
25,s20w90_50_50,600,10589.776733093913,"(18.842, 18.842, 5.115, 0.0)","(2.296, 2.296, 0.142, 0.0)","(13.004, 13.004, 7.946, 0.0)","(13.0, 13.0, 3.0, 0.0)","(16.0, 16.0, 15.0, 0.0)","(28.972, 28.972, 20.977, 0.0)","(3.0, 3.0, 2.0, 0.0)","(8.242, 8.242, 6.078, 0.059)","(15.933, 15.933, 14.915, 0.0)","(5.827, 5.827, 4.7, 0.0)"
26,w90,600,12069.339958841569,"(18.76, 18.76, 2.438, 0.0)","(3.0, 3.0, 3.0, 0.0)","(16.029, 16.029, 1.739, 0.0)","(12.536, 12.536, 4.658, 0.0)","(21.847, 21.847, 3.057, 0.0)","(31.975, 31.975, 12.524, 0.0)","(9.0, 9.0, 0.0, 0.0)","(11.015, 11.015, 4.771, 0.0)","(18.341, 18.341, 10.555, 0.0)","(8.863, 8.863, 2.147, 0.0)"
