,angle,batt kwh,total cost,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2
13,w90,125,12004.404108482822,"(34.427, 34.373, 0.0)","(23.015, 22.959, 0.0)","(32.199, 32.17, 0.006)","(35.046, 35.046, 0.0)","(47.098, 47.098, 0.0)","(52.837, 52.826, 6.616)","(36.0, 25.0, 0.0)","(35.011, 34.96, 0.0)","(35.438, 35.292, 0.0)","(29.751, 29.751, 0.0)"
14,s20w90,125,11767.45760671433,"(34.76, 34.724, 0.0)","(21.122, 21.054, 0.0)","(31.893, 31.892, 0.035)","(32.963, 32.963, 0.0)","(46.438, 46.438, 1.278)","(52.749, 52.735, 13.072)","(29.939, 29.801, 0.0)","(33.765, 33.33, 0.0)","(33.037, 33.037, 0.0)","(26.98, 26.956, 0.001)"
15,s20,150,10622.21879140239,"(33.055, 32.993, 0.022)","(18.208, 18.18, 0.0)","(30.79, 30.746, 0.23)","(30.193, 30.193, 1.492)","(43.036, 43.036, 1.002)","(49.746, 49.746, 9.647)","(25.789, 22.106, 0.0)","(29.212, 29.084, 0.0)","(29.692, 29.65, 0.0)","(21.769, 21.754, 0.0)"
16,w90,150,10948.262104741409,"(32.337, 32.337, 0.0)","(20.579, 20.579, 0.057)","(29.951, 29.951, 0.0)","(33.115, 33.115, 0.0)","(44.787, 44.787, 0.0)","(50.637, 50.637, 0.0)","(31.256, 26.116, 0.0)","(31.874, 31.874, 0.0)","(32.913, 30.109, 0.0)","(27.111, 27.11, 0.004)"
17,s20w90,150,10530.95116944337,"(32.681, 32.681, 0.036)","(18.966, 18.934, 0.0)","(29.39, 29.298, 0.03)","(31.081, 31.072, 0.021)","(42.954, 42.954, 0.0)","(52.319, 52.316, 0.942)","(26.711, 26.587, 0.0)","(30.546, 30.546, 0.0)","(30.214, 30.214, 0.0)","(24.447, 24.447, 0.0)"
18,s20,200,8742.390429022063,"(29.0, 29.0, 0.0)","(17.166, 17.166, 0.0)","(26.161, 25.986, 0.0)","(25.549, 25.549, 0.058)","(36.952, 36.952, 0.0)","(47.219, 47.219, 0.021)","(18.967, 18.965, 0.0)","(23.603, 22.424, 0.0)","(24.606, 24.509, 0.0)","(16.903, 16.823, 0.0)"
19,w90,200,9425.773457108395,"(28.32, 28.308, 0.0)","(18.138, 18.138, 0.0)","(25.965, 25.927, 0.0)","(29.43, 29.43, 0.0)","(40.348, 40.33, 0.0)","(46.395, 46.376, 0.0)","(24.066, 23.733, 0.0)","(25.92, 25.879, 0.0)","(26.095, 26.095, 0.0)","(22.091, 22.091, 0.0)"
20,s20w90,200,9022.054043477223,"(28.659, 28.659, 0.0)","(17.347, 16.943, 0.036)","(25.761, 25.59, 0.0)","(27.386, 27.386, 0.0)","(38.536, 38.536, 0.046)","(46.853, 46.853, 0.0)","(20.816, 20.455, 0.0)","(24.784, 24.135, 0.0)","(25.02, 25.02, 0.017)","(19.454, 19.454, 0.006)"
21,s20,400,6389.711737369591,"(22.205, 22.205, 0.003)","(14.492, 14.357, 0.068)","(22.371, 22.31, 0.024)","(21.582, 21.582, 0.0)","(27.415, 27.415, 0.0)","(33.8, 33.79, 0.0)","(10.922, 10.922, 0.0)","(13.0, 13.0, 0.0)","(18.421, 16.059, 0.005)","(10.583, 10.467, 0.0)"
22,w90,400,6856.638423497881,"(22.149, 19.928, 0.0)","(15.552, 15.127, 0.029)","(22.612, 22.398, 0.0)","(24.562, 19.113, 0.0)","(28.822, 28.563, 0.0)","(34.539, 34.518, 0.0)","(14.958, 14.497, 0.0)","(15.86, 15.793, 0.0)","(18.528, 18.465, 0.007)","(12.818, 12.818, 0.0)"
23,s20w90,400,6572.2237807225865,"(21.983, 21.515, 0.03)","(14.844, 14.844, 0.0)","(22.657, 22.021, 0.024)","(21.622, 21.533, 0.0)","(27.865, 27.68, 0.0)","(34.218, 33.937, 0.0)","(12.682, 12.682, 0.0)","(15.196, 12.137, 0.0)","(18.09, 18.09, 0.058)","(11.592, 11.592, 0.0)"
24,s20,600,5635.827725786344,"(19.834, 19.04, 0.0)","(13.84, 13.84, 0.0)","(19.718, 19.708, 0.066)","(19.775, 19.775, 0.0)","(24.923, 23.864, 0.032)","(30.156, 30.084, 0.0)","(9.079, 9.079, 0.0)","(11.155, 9.365, 0.054)","(15.558, 15.528, 0.0)","(8.022, 7.872, 0.003)"
25,w90,600,6144.685904589812,"(19.23, 19.23, 0.0)","(15.741, 12.071, 0.017)","(20.404, 20.146, 0.0)","(22.579, 15.049, 0.0)","(26.258, 26.249, 0.053)","(30.997, 30.907, 0.021)","(14.687, 7.829, 0.0)","(13.838, 13.438, 0.073)","(16.664, 16.353, 0.0)","(10.281, 10.281, 0.0)"
26,s20w90,600,5816.761901063168,"(19.483, 19.483, 0.0)","(14.091, 14.091, 0.0)","(20.0, 20.0, 0.0)","(19.629, 19.629, 0.0)","(25.221, 25.221, 0.0)","(30.568, 30.526, 0.0)","(10.681, 10.681, 0.0)","(12.168, 12.168, 0.0)","(16.0, 16.0, 0.0)","(9.105, 8.964, 0.0)"
