,angle,batt kwh,total cost,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2
10,s20w90_50_50,100,21305.721217483246,"(22.227, 22.227, 22.227, 14.6)","(19.665, 19.665, 19.665, 10.395)","(22.79, 22.79, 21.025, 20.546)","(29.852, 29.852, 29.852, 21.318)","(32.769, 32.769, 31.0, 30.563)","(38.839, 38.839, 37.11, 36.526)","(15.96, 15.96, 15.96, 4.87)","(22.921, 22.921, 21.105, 8.016)","(33.657, 33.657, 27.691, 7.902)","(22.0, 22.0, 20.0, 7.0)"
11,w90,100,21079.586075679472,"(23.0, 23.0, 22.0, 14.0)","(14.329, 14.329, 14.329, 7.225)","(20.433, 20.433, 20.433, 18.784)","(22.545, 22.545, 22.545, 22.545)","(29.712, 29.712, 29.649, 29.554)","(35.927, 35.927, 35.852, 35.765)","(19.0, 19.0, 14.0, 5.0)","(23.0, 23.0, 22.0, 7.0)","(36.841, 36.841, 27.949, 7.83)","(22.43, 22.43, 22.43, 6.647)"
12,s20,125,20178.309958821097,"(19.788, 19.788, 19.788, 10.746)","(19.884, 19.884, 19.884, 10.684)","(22.835, 22.835, 22.835, 22.811)","(29.597, 29.597, 29.597, 20.229)","(28.24, 28.24, 28.24, 28.24)","(32.8, 32.8, 31.123, 30.417)","(12.062, 12.062, 11.409, 3.266)","(19.056, 19.056, 18.185, 4.881)","(32.0, 32.0, 22.0, 4.0)","(12.53, 12.53, 12.473, 4.85)"
13,s20w90_50_50,125,17325.17372866487,"(19.179, 19.179, 19.179, 8.102)","(10.306, 10.306, 10.286, 3.521)","(17.133, 17.133, 17.133, 13.52)","(21.969, 21.969, 21.083, 14.786)","(25.82, 25.82, 24.996, 24.772)","(28.899, 28.899, 28.051, 27.839)","(12.0, 12.0, 12.0, 2.0)","(22.0, 22.0, 21.0, 3.0)","(33.017, 33.017, 30.046, 3.332)","(15.914, 15.914, 15.914, 3.833)"
14,w90,125,17854.434952689357,"(19.024, 19.024, 19.024, 7.174)","(11.95, 11.95, 11.95, 0.0)","(18.967, 18.967, 18.901, 9.989)","(21.834, 21.834, 21.834, 13.907)","(25.883, 25.883, 23.974, 23.864)","(31.947, 31.947, 27.981, 27.832)","(14.569, 14.569, 14.485, 0.0)","(23.025, 23.025, 21.889, 1.959)","(35.419, 35.419, 32.473, 3.231)","(15.776, 15.776, 15.094, 4.805)"
15,s20,150,16618.742765731648,"(16.07, 16.07, 16.031, 6.022)","(10.168, 10.168, 9.993, 5.899)","(19.0, 19.0, 19.0, 17.0)","(19.436, 19.436, 18.453, 16.516)","(26.0, 26.0, 24.0, 23.0)","(25.953, 25.953, 24.324, 23.836)","(8.541, 8.541, 8.516, 0.0)","(18.95, 18.95, 18.919, 0.004)","(28.966, 28.966, 28.825, 0.0)","(9.0, 9.0, 8.0, 3.0)"
16,s20w90_50_50,150,14242.41347944003,"(16.411, 16.411, 16.372, 1.636)","(6.952, 6.952, 6.654, 0.0)","(15.698, 15.698, 15.698, 6.304)","(20.177, 20.177, 19.816, 7.53)","(19.148, 19.148, 19.139, 19.116)","(25.797, 25.797, 25.797, 21.797)","(9.314, 9.314, 8.652, 0.0)","(19.766, 19.766, 19.766, 0.0)","(34.9, 34.9, 21.203, 0.0)","(9.023, 9.023, 9.005, 2.805)"
17,w90,150,14931.625139723694,"(17.893, 17.893, 16.93, 0.014)","(6.468, 6.468, 6.468, 0.026)","(16.629, 16.629, 16.629, 1.96)","(22.015, 22.015, 22.015, 4.708)","(18.273, 18.273, 18.273, 18.273)","(26.338, 26.338, 26.26, 21.595)","(13.324, 13.324, 13.061, 0.0)","(22.549, 22.549, 16.573, 0.0)","(35.872, 35.872, 27.167, 0.0)","(11.521, 11.521, 11.444, 2.049)"
18,s20,200,12163.261249675306,"(15.481, 15.481, 15.362, 0.0)","(6.476, 6.476, 6.145, 0.0)","(11.869, 11.869, 10.978, 7.036)","(16.0, 16.0, 16.0, 5.0)","(16.0, 16.0, 16.0, 13.0)","(26.0, 26.0, 26.0, 12.0)","(5.962, 5.962, 1.423, 0.0)","(15.75, 15.75, 10.637, 0.0)","(22.439, 22.439, 22.117, 0.0)","(6.235, 6.235, 5.446, 0.0)"
19,s20w90_50_50,200,10209.349541906391,"(15.95, 15.95, 12.109, 0.0)","(2.799, 2.799, 0.0, 0.0)","(7.534, 7.534, 7.534, 0.009)","(15.039, 15.039, 14.905, 0.087)","(9.52, 9.52, 9.52, 9.5)","(27.162, 27.162, 26.147, 9.428)","(6.295, 6.295, 5.711, 0.0)","(18.288, 18.288, 9.83, 0.0)","(25.457, 25.457, 22.378, 0.0)","(7.586, 7.586, 0.949, 0.0)"
20,w90,200,10914.377803178151,"(15.965, 15.965, 11.86, 0.0)","(0.944, 0.944, 0.02, 0.0)","(5.913, 5.913, 5.774, 0.097)","(14.645, 14.645, 14.645, 0.092)","(9.0, 9.0, 9.0, 9.0)","(32.053, 32.053, 25.193, 8.889)","(12.855, 12.855, 5.171, 0.049)","(18.536, 18.536, 15.658, 0.0)","(28.632, 28.632, 22.188, 0.011)","(8.815, 8.815, 2.745, 0.0)"
21,s20,400,4409.655043953674,"(12.51, 12.51, 0.171, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.619, 0.619, 0.166, 0.0)","(25.567, 25.567, 3.273, 0.0)","(0.0, 0.0, 0.0, 0.0)","(8.108, 8.108, 7.937, 0.1)","(15.978, 15.978, 0.778, 0.0)","(2.942, 2.942, 0.079, 0.0)"
22,s20w90_50_50,400,4503.9363624091675,"(12.75, 12.75, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(25.71, 25.71, 5.807, 0.0)","(0.0, 0.0, 0.0, 0.0)","(9.235, 9.235, 9.061, 0.0)","(15.221, 15.221, 8.669, 0.0)","(2.877, 2.877, 2.084, 0.023)"
23,w90,400,5411.720504800284,"(12.918, 12.918, 0.089, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(3.0, 3.0, 0.0, 0.0)","(25.732, 25.732, 15.314, 0.0)","(2.396, 2.396, 0.0, 0.0)","(12.645, 12.645, 6.099, 0.0)","(15.841, 15.841, 12.776, 0.0)","(3.799, 3.799, 1.933, 0.0)"
24,s20,600,2978.640277066846,"(6.0, 6.0, 6.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(18.799, 18.799, 2.76, 0.0)","(0.0, 0.0, 0.0, 0.0)","(3.279, 3.279, 3.043, 0.0)","(11.606, 11.606, 3.321, 0.0)","(0.0, 0.0, 0.0, 0.0)"
25,s20w90_50_50,600,3125.7325824341883,"(6.233, 6.233, 4.756, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(15.867, 15.867, 14.164, 0.0)","(0.0, 0.0, 0.0, 0.0)","(4.209, 4.209, 4.168, 0.193)","(12.721, 12.721, 5.683, 0.0)","(0.0, 0.0, 0.0, 0.0)"
26,w90,600,3559.2786717081253,"(6.347, 6.347, 5.46, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(18.529, 18.529, 9.661, 0.0)","(0.0, 0.0, 0.0, 0.0)","(5.538, 5.538, 4.975, 0.068)","(13.502, 13.502, 9.236, 0.0)","(0.897, 0.897, 0.17, 0.0)"
