,angle,batt kwh,total cost,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2
16,w90,150,18983.181290788052,"(19.113, 19.113, 19.113)","(5.648, 5.648, 5.648)","(11.182, 11.182, 11.182)","(15.791, 15.791, 15.791)","(18.607, 18.607, 18.607)","(27.755, 27.755, 27.755)","(15.761, 15.761, 15.761)","(17.387, 17.387, 17.387)","(21.336, 21.336, 21.336)","(10.732, 10.732, 10.732)"
17,s20w90,150,17473.998048337387,"(17.643, 17.643, 17.643)","(6.0, 6.0, 6.0)","(12.16, 12.16, 12.16)","(15.872, 15.872, 15.872)","(19.631, 19.631, 19.631)","(25.922, 25.922, 25.922)","(9.307, 9.307, 9.307)","(14.701, 14.701, 14.701)","(20.324, 20.324, 20.324)","(9.758, 9.758, 9.758)"
18,s20,200,15438.669434244104,"(15.603, 15.603, 15.603)","(4.861, 4.861, 4.861)","(10.0, 10.0, 10.0)","(11.856, 11.856, 11.856)","(15.045, 15.045, 15.045)","(23.821, 23.821, 23.821)","(5.483, 5.483, 5.483)","(12.665, 12.665, 12.665)","(15.831, 15.831, 15.831)","(7.387, 7.387, 7.387)"
19,w90,200,15726.22862640255,"(16.241, 16.241, 16.241)","(3.214, 3.214, 3.214)","(7.968, 7.968, 7.968)","(10.959, 10.959, 10.959)","(12.533, 12.533, 12.533)","(25.109, 25.109, 25.109)","(10.0, 10.0, 10.0)","(14.419, 14.419, 14.419)","(17.691, 17.691, 17.691)","(9.0, 9.0, 9.0)"
20,s20w90,200,14308.093921110492,"(16.0, 16.0, 16.0)","(2.273, 2.273, 2.273)","(7.47, 7.47, 7.47)","(10.225, 10.225, 10.225)","(11.599, 11.599, 11.599)","(24.176, 24.176, 24.176)","(7.755, 7.755, 7.755)","(13.446, 13.446, 13.446)","(16.718, 16.718, 16.718)","(7.739, 7.739, 7.739)"
21,s20,400,9108.981756247213,"(12.051, 12.051, 12.051)","(0.0, 0.0, 0.0)","(4.1, 4.1, 4.1)","(2.266, 2.266, 2.266)","(7.156, 7.156, 7.156)","(19.0, 19.0, 19.0)","(0.475, 0.475, 0.475)","(7.458, 7.458, 7.458)","(10.956, 10.956, 10.956)","(3.491, 3.491, 3.491)"
22,w90,400,10640.862577053118,"(12.158, 12.158, 12.158)","(0.0, 0.0, 0.0)","(4.854, 4.854, 4.854)","(2.277, 2.277, 2.277)","(8.222, 8.222, 8.222)","(20.0, 20.0, 20.0)","(4.342, 4.342, 4.342)","(9.641, 9.641, 9.641)","(12.946, 12.946, 12.946)","(4.54, 4.54, 4.54)"
23,s20w90,400,9026.447366145961,"(12.109, 12.109, 12.109)","(0.0, 0.0, 0.0)","(3.618, 3.618, 3.618)","(1.111, 1.111, 1.111)","(6.656, 6.656, 6.656)","(19.233, 19.233, 19.233)","(1.735, 1.735, 1.735)","(8.433, 8.433, 8.433)","(11.881, 11.881, 11.881)","(3.492, 3.492, 3.492)"
24,s20,600,6275.677091827914,"(9.0, 9.0, 9.0)","(0.0, 0.0, 0.0)","(1.196, 1.196, 1.196)","(0.824, 0.824, 0.824)","(3.908, 3.908, 3.908)","(14.909, 14.909, 14.909)","(0.0, 0.0, 0.0)","(3.986, 3.986, 3.986)","(9.0, 9.0, 9.0)","(1.189, 1.189, 1.189)"
25,w90,600,7316.070804770086,"(8.628, 8.628, 8.628)","(0.0, 0.0, 0.0)","(2.551, 2.551, 2.551)","(0.0, 0.0, 0.0)","(5.477, 5.477, 5.477)","(16.0, 16.0, 16.0)","(0.049, 0.049, 0.049)","(4.942, 4.942, 4.942)","(10.799, 10.799, 10.799)","(3.0, 3.0, 3.0)"
26,s20w90,600,6359.903447515454,"(8.354, 8.354, 8.354)","(0.0, 0.0, 0.0)","(1.493, 1.493, 1.493)","(0.0, 0.0, 0.0)","(4.175, 4.175, 4.175)","(15.495, 15.495, 15.495)","(0.0, 0.0, 0.0)","(4.326, 4.326, 4.326)","(9.838, 9.838, 9.838)","(1.86, 1.86, 1.86)"
