,angle,batt kwh,total cost,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2
13,s20w90_25_75,75,28595.622263946174,"(28.73, 28.73, 28.73)","(19.0, 19.0, 19.0)","(28.375, 28.375, 28.375)","(30.36, 30.36, 30.36)","(36.544, 36.544, 36.544)","(48.652, 48.652, 48.652)","(25.708, 25.708, 25.708)","(32.498, 32.498, 32.498)","(30.179, 30.179, 30.179)","(27.996, 27.996, 27.996)"
14,w90,75,29462.46253855027,"(29.493, 29.493, 29.493)","(17.806, 17.806, 17.806)","(27.565, 27.565, 27.565)","(30.0, 30.0, 30.0)","(36.197, 36.197, 36.197)","(48.634, 48.634, 48.634)","(28.36, 28.36, 28.36)","(30.322, 30.322, 30.322)","(31.293, 31.293, 31.293)","(28.28, 28.28, 28.28)"
15,s20,100,25658.041913352354,"(22.718, 22.718, 22.718)","(18.899, 18.899, 18.899)","(29.68, 29.68, 29.68)","(27.829, 27.829, 27.829)","(33.958, 33.958, 33.958)","(40.529, 40.529, 40.529)","(14.888, 14.888, 14.888)","(21.398, 21.398, 21.398)","(23.094, 23.094, 23.094)","(19.75, 19.75, 19.75)"
16,s20w90_75_25,100,24355.97851797876,"(23.255, 23.255, 23.255)","(15.289, 15.289, 15.289)","(25.704, 25.704, 25.704)","(25.667, 25.667, 25.667)","(31.835, 31.835, 31.835)","(38.815, 38.815, 38.815)","(16.221, 16.221, 16.221)","(21.691, 21.691, 21.691)","(23.662, 23.662, 23.662)","(20.026, 20.026, 20.026)"
17,s20w90_50_50,100,23718.661781502058,"(23.993, 23.993, 23.993)","(13.009, 13.009, 13.009)","(22.093, 22.093, 22.093)","(23.45, 23.45, 23.45)","(30.791, 30.791, 30.791)","(38.44, 38.44, 38.44)","(18.236, 18.236, 18.236)","(21.931, 21.931, 21.931)","(24.216, 24.216, 24.216)","(20.534, 20.534, 20.534)"
18,s20w90_25_75,100,23891.69623767387,"(24.781, 24.781, 24.781)","(11.814, 11.814, 11.814)","(20.315, 20.315, 20.315)","(23.048, 23.048, 23.048)","(30.475, 30.475, 30.475)","(39.313, 39.313, 39.313)","(19.97, 19.97, 19.97)","(21.93, 21.93, 21.93)","(24.938, 24.938, 24.938)","(20.712, 20.712, 20.712)"
19,w90,100,25078.0968393204,"(25.702, 25.702, 25.702)","(11.832, 11.832, 11.832)","(19.935, 19.935, 19.935)","(22.834, 22.834, 22.834)","(30.089, 30.089, 30.089)","(40.336, 40.336, 40.336)","(23.564, 23.564, 23.563)","(22.839, 22.839, 22.839)","(25.848, 25.848, 25.848)","(20.985, 20.985, 20.985)"
20,s20,125,21739.14001401946,"(19.166, 19.166, 19.166)","(12.568, 12.568, 12.568)","(23.893, 23.893, 23.893)","(22.218, 22.218, 22.218)","(28.632, 28.632, 28.632)","(30.729, 30.729, 30.729)","(9.768, 9.768, 9.768)","(14.523, 14.523, 14.523)","(21.157, 21.157, 21.157)","(14.014, 14.014, 14.014)"
21,s20w90_75_25,125,20561.941354255498,"(19.814, 19.814, 19.814)","(9.529, 9.529, 9.529)","(20.0, 20.0, 20.0)","(19.776, 19.776, 19.776)","(26.564, 26.564, 26.564)","(30.605, 30.605, 30.605)","(10.9, 10.9, 10.9)","(15.138, 15.138, 15.138)","(21.652, 21.652, 21.652)","(14.599, 14.599, 14.599)"
22,s20w90_50_50,125,20166.224102453332,"(20.552, 20.552, 20.552)","(8.19, 8.19, 8.19)","(16.431, 16.431, 16.431)","(18.846, 18.846, 18.846)","(25.083, 25.083, 25.083)","(31.622, 31.622, 31.622)","(12.435, 12.435, 12.435)","(16.652, 16.652, 16.652)","(22.43, 22.43, 22.43)","(14.753, 14.753, 14.753)"
23,s20w90_25_75,125,20759.320324647033,"(21.496, 21.496, 21.496)","(8.495, 8.495, 8.495)","(15.349, 15.349, 15.349)","(18.859, 18.859, 18.859)","(24.839, 24.839, 24.839)","(32.367, 32.367, 32.367)","(15.783, 15.783, 15.783)","(18.248, 18.248, 18.248)","(22.752, 22.752, 22.752)","(15.101, 15.101, 15.101)"
24,w90,125,21878.952861620004,"(22.138, 22.138, 22.138)","(8.036, 8.036, 8.036)","(15.332, 15.332, 15.332)","(18.788, 18.788, 18.788)","(24.512, 24.512, 24.512)","(33.305, 33.305, 33.305)","(19.458, 19.458, 19.458)","(20.0, 20.0, 20.0)","(23.284, 23.284, 23.284)","(15.472, 15.472, 15.472)"
25,s20,150,19139.63708629428,"(16.802, 16.802, 16.802)","(9.464, 9.464, 9.464)","(18.383, 18.383, 18.383)","(17.662, 17.662, 17.662)","(23.61, 23.61, 23.61)","(25.79, 25.79, 25.79)","(8.203, 8.203, 8.203)","(13.933, 13.933, 13.933)","(19.311, 19.311, 19.311)","(9.272, 9.272, 9.272)"
26,s20w90_75_25,150,17931.070954852275,"(17.05, 17.05, 17.05)","(6.81, 6.81, 6.81)","(14.509, 14.509, 14.509)","(16.325, 16.325, 16.325)","(21.577, 21.577, 21.577)","(25.75, 25.75, 25.75)","(8.666, 8.666, 8.666)","(14.213, 14.213, 14.213)","(19.812, 19.812, 19.812)","(9.411, 9.411, 9.411)"
27,s20w90_50_50,150,17475.715392349754,"(17.638, 17.638, 17.638)","(6.0, 6.0, 6.0)","(12.115, 12.115, 12.115)","(16.0, 16.0, 16.0)","(19.686, 19.686, 19.686)","(25.947, 25.947, 25.947)","(9.308, 9.308, 9.308)","(14.693, 14.693, 14.693)","(20.322, 20.322, 20.322)","(9.775, 9.775, 9.775)"
28,s20w90_25_75,150,17902.14309619087,"(18.394, 18.394, 18.394)","(5.445, 5.445, 5.445)","(11.414, 11.414, 11.414)","(16.0, 16.0, 16.0)","(19.0, 19.0, 19.0)","(26.429, 26.429, 26.429)","(12.395, 12.395, 12.395)","(15.779, 15.779, 15.779)","(20.799, 20.799, 20.799)","(10.228, 10.228, 10.228)"
29,w90,150,19004.512216776326,"(19.113, 19.113, 19.113)","(5.667, 5.667, 5.667)","(11.16, 11.16, 11.16)","(16.0, 16.0, 16.0)","(18.628, 18.628, 18.628)","(27.551, 27.551, 27.551)","(15.775, 15.775, 15.775)","(17.51, 17.51, 17.51)","(21.378, 21.378, 21.378)","(10.749, 10.749, 10.749)"
30,s20,200,15444.192924789135,"(15.64, 15.64, 15.64)","(4.861, 4.861, 4.861)","(9.839, 9.839, 9.839)","(11.93, 11.93, 11.93)","(15.016, 15.016, 15.016)","(23.887, 23.887, 23.887)","(5.538, 5.538, 5.538)","(12.595, 12.595, 12.595)","(15.801, 15.801, 15.801)","(7.51, 7.51, 7.51)"
31,s20w90_75_25,200,14571.572255421836,"(15.589, 15.589, 15.589)","(3.0, 3.0, 3.0)","(7.888, 7.888, 7.888)","(11.123, 11.123, 11.123)","(13.151, 13.151, 13.151)","(23.785, 23.785, 23.785)","(6.523, 6.523, 6.523)","(13.0, 13.0, 13.0)","(16.343, 16.343, 16.343)","(7.69, 7.69, 7.69)"
32,s20w90_50_50,200,14281.923367925312,"(16.0, 16.0, 16.0)","(2.399, 2.399, 2.399)","(7.6, 7.6, 7.6)","(10.209, 10.209, 10.209)","(11.264, 11.264, 11.264)","(24.145, 24.145, 24.145)","(7.514, 7.514, 7.514)","(13.449, 13.449, 13.449)","(16.765, 16.765, 16.765)","(7.87, 7.87, 7.87)"
33,s20w90_25_75,200,14553.584179487316,"(15.968, 15.968, 15.968)","(2.259, 2.259, 2.259)","(7.416, 7.416, 7.416)","(10.205, 10.205, 10.205)","(11.055, 11.055, 11.055)","(24.418, 24.418, 24.418)","(8.834, 8.834, 8.834)","(13.905, 13.905, 13.905)","(17.276, 17.276, 17.276)","(8.172, 8.172, 8.172)"
34,w90,200,15687.830747927997,"(16.413, 16.413, 16.413)","(3.217, 3.217, 3.217)","(8.014, 8.014, 8.014)","(10.561, 10.561, 10.561)","(12.496, 12.496, 12.496)","(24.925, 24.925, 24.925)","(10.0, 10.0, 10.0)","(14.404, 14.404, 14.404)","(17.855, 17.855, 17.855)","(9.0, 9.0, 9.0)"
35,s20,400,8947.411954074993,"(12.055, 12.055, 12.055)","(0.0, 0.0, 0.0)","(3.719, 3.719, 3.719)","(2.211, 2.211, 2.211)","(6.695, 6.695, 6.695)","(19.0, 19.0, 19.0)","(0.397, 0.397, 0.397)","(7.756, 7.756, 7.756)","(10.935, 10.935, 10.935)","(3.149, 3.149, 3.149)"
36,s20w90_75_25,400,8877.243324660922,"(11.992, 11.992, 11.992)","(0.0, 0.0, 0.0)","(3.387, 3.387, 3.387)","(1.646, 1.646, 1.646)","(6.513, 6.513, 6.513)","(18.928, 18.928, 18.928)","(1.051, 1.051, 1.051)","(7.911, 7.911, 7.911)","(11.47, 11.47, 11.47)","(3.494, 3.494, 3.494)"
37,s20w90_50_50,400,9157.807505566703,"(12.114, 12.114, 12.114)","(0.0, 0.0, 0.0)","(3.601, 3.601, 3.601)","(1.553, 1.553, 1.553)","(6.559, 6.559, 6.559)","(19.286, 19.286, 19.286)","(1.66, 1.66, 1.66)","(8.677, 8.677, 8.677)","(11.932, 11.932, 11.932)","(3.985, 3.985, 3.985)"
38,s20w90_25_75,400,9643.38579016434,"(12.174, 12.174, 12.174)","(0.0, 0.0, 0.0)","(4.015, 4.015, 4.015)","(1.696, 1.696, 1.696)","(7.083, 7.083, 7.083)","(19.554, 19.554, 19.554)","(2.931, 2.931, 2.931)","(8.887, 8.887, 8.887)","(12.386, 12.386, 12.386)","(4.055, 4.055, 4.055)"
39,w90,400,10530.267762597683,"(12.283, 12.283, 12.283)","(0.0, 0.0, 0.0)","(4.856, 4.856, 4.856)","(2.001, 2.001, 2.001)","(7.885, 7.885, 7.885)","(20.0, 20.0, 20.0)","(4.276, 4.276, 4.276)","(9.37, 9.37, 9.37)","(12.877, 12.877, 12.877)","(4.583, 4.583, 4.583)"
40,s20,600,6278.007121149789,"(8.878, 8.878, 8.878)","(0.0, 0.0, 0.0)","(1.458, 1.458, 1.458)","(0.859, 0.859, 0.859)","(3.929, 3.929, 3.929)","(15.002, 15.002, 15.002)","(0.0, 0.0, 0.0)","(3.855, 3.855, 3.855)","(9.0, 9.0, 9.0)","(1.001, 1.001, 1.001)"
41,s20w90_75_25,600,6237.215204039647,"(8.401, 8.401, 8.401)","(0.0, 0.0, 0.0)","(1.41, 1.41, 1.41)","(0.0, 0.0, 0.0)","(4.022, 4.022, 4.022)","(15.539, 15.539, 15.539)","(0.0, 0.0, 0.0)","(4.194, 4.194, 4.194)","(9.545, 9.545, 9.545)","(1.35, 1.35, 1.35)"
42,s20w90_50_50,600,6442.202209546596,"(8.327, 8.327, 8.327)","(0.0, 0.0, 0.0)","(1.656, 1.656, 1.656)","(0.0, 0.0, 0.0)","(4.639, 4.639, 4.639)","(15.592, 15.592, 15.592)","(0.0, 0.0, 0.0)","(4.366, 4.366, 4.366)","(9.807, 9.807, 9.807)","(1.764, 1.764, 1.764)"
43,s20w90_25_75,600,6666.785472379965,"(8.453, 8.453, 8.453)","(0.0, 0.0, 0.0)","(1.741, 1.741, 1.741)","(0.0, 0.0, 0.0)","(4.423, 4.423, 4.423)","(15.865, 15.865, 15.865)","(0.0, 0.0, 0.0)","(4.648, 4.648, 4.647)","(10.221, 10.221, 10.221)","(2.368, 2.368, 2.368)"
44,w90,600,7514.688765209164,"(8.562, 8.562, 8.562)","(0.0, 0.0, 0.0)","(2.781, 2.781, 2.781)","(0.0, 0.0, 0.0)","(6.0, 6.0, 6.0)","(16.0, 16.0, 16.0)","(0.287, 0.287, 0.287)","(5.433, 5.433, 5.433)","(10.839, 10.839, 10.839)","(3.0, 3.0, 3.0)"
