,angle,batt kwh,total cost,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2
20,s20,125,20187.450010948563,"(14.808, 14.808, 14.808)","(12.13, 12.13, 12.13)","(23.0, 23.0, 23.0)","(21.841, 21.841, 21.841)","(28.435, 28.435, 28.435)","(30.402, 30.402, 30.402)","(8.619, 8.619, 8.619)","(13.9, 13.9, 13.9)","(18.761, 18.761, 18.761)","(12.578, 12.578, 12.578)"
21,s20w90_75_25,125,18731.597611382826,"(16.0, 16.0, 16.0)","(9.0, 9.0, 9.0)","(18.058, 18.058, 18.058)","(19.328, 19.328, 19.328)","(25.464, 25.464, 25.464)","(28.28, 28.28, 28.28)","(9.0, 9.0, 9.0)","(13.95, 13.95, 13.95)","(19.503, 19.503, 19.503)","(13.0, 13.0, 13.0)"
22,s20w90_50_50,125,18324.959374301525,"(16.834, 16.834, 16.834)","(8.145, 8.145, 8.145)","(15.599, 15.599, 15.599)","(19.0, 19.0, 19.0)","(24.825, 24.825, 24.825)","(28.106, 28.106, 28.106)","(9.3, 9.3, 9.3)","(14.182, 14.182, 14.182)","(20.083, 20.083, 20.083)","(13.416, 13.416, 13.416)"
23,s20w90_25_75,125,18477.58554297645,"(17.72, 17.72, 17.72)","(8.084, 8.084, 8.084)","(15.637, 15.637, 15.637)","(19.0, 19.0, 19.0)","(24.252, 24.252, 24.252)","(28.071, 28.071, 28.071)","(10.0, 10.0, 10.0)","(14.472, 14.472, 14.472)","(20.797, 20.797, 20.797)","(13.883, 13.883, 13.883)"
24,w90,125,19546.01186133903,"(18.721, 18.721, 18.721)","(7.996, 7.996, 7.996)","(15.585, 15.585, 15.585)","(19.0, 19.0, 19.0)","(23.81, 23.81, 23.81)","(29.32, 29.32, 29.32)","(14.204, 14.204, 14.204)","(15.376, 15.376, 15.376)","(21.522, 21.522, 21.522)","(14.508, 14.508, 14.508)"
25,s20,150,17311.373751638064,"(13.0, 13.0, 13.0)","(8.639, 8.639, 8.639)","(17.23, 17.23, 17.23)","(17.238, 17.238, 17.238)","(23.104, 23.104, 23.104)","(24.792, 24.792, 24.792)","(7.037, 7.037, 7.037)","(11.966, 11.966, 11.966)","(17.037, 17.037, 17.037)","(7.587, 7.587, 7.587)"
26,s20w90_75_25,150,16163.808050914546,"(13.13, 13.13, 13.13)","(6.245, 6.245, 6.245)","(13.0, 13.0, 13.0)","(16.134, 16.134, 16.134)","(20.472, 20.472, 20.472)","(24.688, 24.688, 24.688)","(7.356, 7.356, 7.356)","(12.678, 12.678, 12.678)","(17.613, 17.613, 17.613)","(8.229, 8.229, 8.229)"
27,s20w90_50_50,150,15831.76368835415,"(13.986, 13.986, 13.986)","(5.423, 5.423, 5.423)","(11.628, 11.628, 11.628)","(15.946, 15.946, 15.946)","(19.093, 19.093, 19.093)","(24.762, 24.762, 24.762)","(7.82, 7.82, 7.82)","(13.0, 13.0, 13.0)","(18.289, 18.289, 18.289)","(8.423, 8.423, 8.423)"
28,s20w90_25_75,150,15949.646119719859,"(14.898, 14.898, 14.898)","(4.758, 4.758, 4.758)","(11.14, 11.14, 11.14)","(15.825, 15.825, 15.825)","(18.692, 18.692, 18.692)","(25.002, 25.002, 25.002)","(8.585, 8.585, 8.585)","(13.7, 13.7, 13.7)","(19.0, 19.0, 19.0)","(8.993, 8.993, 8.993)"
29,w90,150,16814.033064234587,"(16.0, 16.0, 16.0)","(4.982, 4.982, 4.982)","(11.21, 11.21, 11.21)","(15.774, 15.774, 15.774)","(18.269, 18.269, 18.269)","(25.414, 25.414, 25.414)","(10.864, 10.864, 10.864)","(14.27, 14.27, 14.27)","(19.749, 19.749, 19.749)","(9.621, 9.621, 9.621)"
30,s20,200,13472.191093443043,"(12.129, 12.129, 12.129)","(4.528, 4.528, 4.528)","(9.329, 9.329, 9.329)","(11.881, 11.881, 11.881)","(13.847, 13.847, 13.847)","(21.954, 21.954, 21.954)","(4.389, 4.389, 4.389)","(10.509, 10.509, 10.509)","(13.514, 13.514, 13.514)","(5.071, 5.071, 5.071)"
31,s20w90_75_25,200,12323.233963988347,"(12.203, 12.203, 12.203)","(2.478, 2.478, 2.478)","(6.446, 6.446, 6.446)","(10.586, 10.586, 10.586)","(11.64, 11.64, 11.64)","(21.673, 21.672, 21.673)","(4.468, 4.468, 4.468)","(11.123, 11.123, 11.123)","(14.402, 14.402, 14.402)","(4.995, 4.995, 4.995)"
32,s20w90_50_50,200,11881.345677593708,"(12.245, 12.245, 12.245)","(1.22, 1.22, 1.22)","(5.484, 5.484, 5.484)","(10.023, 10.023, 10.023)","(9.672, 9.672, 9.672)","(21.992, 21.992, 21.992)","(5.018, 5.018, 5.018)","(11.978, 11.978, 11.978)","(14.831, 14.831, 14.831)","(5.593, 5.593, 5.593)"
33,s20w90_25_75,200,11932.093616735667,"(12.588, 12.588, 12.588)","(0.723, 0.723, 0.723)","(4.891, 4.891, 4.891)","(10.0, 10.0, 10.0)","(9.487, 9.487, 9.487)","(22.156, 22.156, 22.156)","(6.0, 6.0, 6.0)","(12.337, 12.337, 12.337)","(15.397, 15.397, 15.397)","(5.565, 5.565, 5.565)"
34,w90,200,12531.083539699037,"(13.0, 13.0, 13.0)","(1.036, 1.036, 1.036)","(4.372, 4.372, 4.372)","(10.0, 10.0, 10.0)","(9.0, 9.0, 9.0)","(23.0, 23.0, 23.0)","(7.234, 7.234, 7.234)","(13.0, 13.0, 13.0)","(16.076, 16.076, 16.076)","(5.993, 5.993, 5.993)"
35,s20,400,5470.716915862517,"(8.486, 8.486, 8.486)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.569, 0.569, 0.569)","(14.482, 14.482, 14.482)","(0.0, 0.0, 0.0)","(6.0, 6.0, 6.0)","(9.0, 9.0, 9.0)","(1.829, 1.829, 1.829)"
36,s20w90_75_25,400,5433.861240280537,"(8.364, 8.364, 8.364)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(14.606, 14.606, 14.606)","(0.0, 0.0, 0.0)","(6.205, 6.205, 6.205)","(9.558, 9.558, 9.558)","(2.084, 2.084, 2.084)"
37,s20w90_50_50,400,5582.0857317667305,"(8.462, 8.462, 8.462)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(14.99, 14.99, 14.99)","(0.0, 0.0, 0.0)","(6.743, 6.743, 6.743)","(10.035, 10.035, 10.035)","(2.361, 2.361, 2.361)"
38,s20w90_25_75,400,5955.5405146883095,"(8.526, 8.526, 8.526)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(1.025, 1.025, 1.025)","(15.565, 15.565, 15.565)","(0.0, 0.0, 0.0)","(7.435, 7.435, 7.435)","(10.792, 10.792, 10.792)","(2.467, 2.467, 2.467)"
39,w90,400,6503.87148279415,"(8.627, 8.627, 8.627)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(1.639, 1.639, 1.639)","(15.754, 15.754, 15.754)","(1.107, 1.107, 1.107)","(8.12, 8.12, 8.12)","(11.152, 11.152, 11.152)","(3.0, 3.0, 3.0)"
40,s20,600,3546.892085784403,"(4.727, 4.727, 4.727)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(10.715, 10.715, 10.715)","(0.0, 0.0, 0.0)","(2.419, 2.419, 2.419)","(7.074, 7.074, 7.074)","(0.0, 0.0, 0.0)"
41,s20w90_75_25,600,3721.8350417055653,"(5.182, 5.182, 5.182)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(10.914, 10.914, 10.914)","(0.0, 0.0, 0.0)","(2.731, 2.731, 2.731)","(7.74, 7.74, 7.74)","(0.0, 0.0, 0.0)"
42,s20w90_50_50,600,3833.867480517132,"(4.835, 4.835, 4.835)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(11.461, 11.461, 11.461)","(0.0, 0.0, 0.0)","(3.251, 3.251, 3.251)","(8.157, 8.157, 8.157)","(0.0, 0.0, 0.0)"
43,s20w90_25_75,600,4128.311357929986,"(5.053, 5.053, 5.053)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(12.051, 12.051, 12.051)","(0.0, 0.0, 0.0)","(3.54, 3.54, 3.54)","(9.0, 9.0, 9.0)","(0.504, 0.504, 0.504)"
44,w90,600,4372.687489630729,"(5.345, 5.345, 5.345)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(11.944, 11.944, 11.944)","(0.0, 0.0, 0.0)","(4.446, 4.446, 4.446)","(9.177, 9.177, 9.177)","(0.635, 0.635, 0.635)"
