,angle,batt kwh,total cost,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2
10,s20,75,23893.06215685673,"(30.747, 30.747, 30.747, 23.843)","(26.031, 26.031, 25.941, 25.84)","(39.0, 39.0, 37.0, 37.0)","(36.0, 36.0, 36.0, 34.0)","(39.982, 39.982, 39.982, 39.982)","(50.656, 50.656, 50.656, 50.656)","(26.753, 26.753, 26.753, 10.808)","(30.343, 30.343, 30.343, 13.634)","(31.748, 31.748, 31.748, 21.019)","(28.203, 28.203, 28.203, 10.468)"
11,s20w90_75_25,75,22985.581563518652,"(31.287, 31.287, 31.287, 22.483)","(25.997, 25.997, 25.968, 22.987)","(35.698, 35.698, 35.132, 34.11)","(32.651, 32.651, 32.651, 32.651)","(38.562, 38.562, 38.517, 38.474)","(51.31, 51.31, 51.31, 50.212)","(28.083, 28.083, 28.083, 10.435)","(30.476, 30.476, 30.476, 12.945)","(32.425, 32.425, 32.425, 21.217)","(28.403, 28.403, 28.403, 10.493)"
12,s20w90_50_50,75,22775.18786705928,"(31.764, 31.764, 31.764, 21.45)","(29.641, 29.641, 29.641, 20.439)","(32.787, 32.787, 31.995, 31.325)","(33.05, 33.05, 32.091, 30.892)","(38.757, 38.757, 37.937, 37.298)","(51.944, 51.944, 51.944, 49.868)","(29.416, 29.416, 29.4, 10.061)","(30.579, 30.579, 30.579, 12.62)","(33.191, 33.191, 33.191, 20.688)","(28.606, 28.606, 28.606, 10.575)"
13,s20w90_25_75,75,22849.909228271878,"(32.284, 32.284, 32.284, 21.125)","(22.849, 22.849, 21.036, 20.619)","(29.159, 29.159, 29.159, 29.159)","(32.984, 32.984, 32.899, 29.914)","(38.939, 38.939, 37.346, 36.941)","(52.614, 52.614, 52.614, 49.068)","(32.42, 32.42, 32.42, 9.69)","(31.62, 31.62, 31.62, 12.758)","(33.875, 33.875, 33.875, 20.644)","(28.822, 28.822, 28.822, 10.57)"
14,w90,75,23625.127284568865,"(32.782, 32.782, 32.782, 21.072)","(19.615, 19.615, 19.615, 19.615)","(28.425, 28.425, 28.425, 28.425)","(33.0, 33.0, 32.0, 30.0)","(38.969, 38.969, 37.029, 36.713)","(53.243, 53.243, 53.243, 48.666)","(35.013, 35.013, 35.013, 9.501)","(32.508, 32.508, 32.508, 13.495)","(34.612, 34.612, 34.612, 20.396)","(29.302, 29.302, 29.302, 20.001)"
15,s20,100,21229.042197884504,"(27.357, 27.357, 27.357, 19.807)","(19.467, 19.467, 19.467, 19.467)","(32.925, 32.925, 31.193, 30.771)","(28.208, 28.208, 28.208, 28.208)","(35.834, 35.834, 34.977, 34.342)","(42.542, 42.542, 42.542, 40.617)","(20.896, 20.896, 20.896, 5.952)","(25.779, 25.779, 25.779, 10.767)","(26.315, 26.315, 26.315, 24.563)","(20.951, 20.951, 20.951, 8.247)"
16,s20w90_75_25,100,20332.617102541913,"(27.45, 27.45, 27.45, 18.895)","(18.969, 18.969, 17.082, 16.891)","(28.908, 28.908, 27.971, 27.915)","(29.004, 29.004, 28.121, 25.9)","(32.95, 32.95, 32.95, 32.95)","(43.197, 43.197, 43.197, 39.483)","(22.125, 22.125, 22.125, 5.452)","(25.57, 25.57, 25.57, 13.271)","(27.001, 27.001, 27.001, 24.456)","(21.171, 21.171, 21.171, 8.285)"
17,s20w90_50_50,100,19806.63542404443,"(27.973, 27.973, 27.973, 17.25)","(15.819, 15.819, 14.945, 14.526)","(25.3, 25.3, 25.255, 25.235)","(25.968, 25.968, 24.971, 24.918)","(32.808, 32.808, 31.924, 31.586)","(43.863, 43.863, 43.863, 38.374)","(24.157, 24.157, 24.157, 5.104)","(25.894, 25.894, 25.893, 19.147)","(27.683, 27.683, 27.683, 24.272)","(21.395, 21.395, 21.395, 8.39)"
18,s20w90_25_75,100,20018.450616776136,"(28.426, 28.426, 28.426, 15.828)","(16.0, 16.0, 14.0, 13.0)","(22.674, 22.674, 22.674, 22.674)","(25.655, 25.655, 25.621, 22.967)","(32.931, 32.931, 30.99, 30.906)","(44.536, 44.536, 44.536, 37.267)","(27.198, 27.198, 27.198, 4.786)","(27.983, 27.983, 27.983, 13.563)","(28.384, 28.384, 28.384, 23.948)","(21.618, 21.618, 21.618, 11.927)"
19,w90,100,20803.637678725452,"(28.952, 28.952, 28.952, 15.146)","(13.0, 13.0, 13.0, 12.0)","(22.875, 22.875, 21.0, 20.893)","(29.723, 29.723, 29.723, 21.429)","(32.756, 32.756, 31.211, 30.493)","(45.22, 45.22, 45.22, 36.632)","(31.062, 31.062, 31.062, 4.344)","(28.924, 28.924, 28.924, 15.975)","(29.096, 29.096, 29.096, 29.096)","(22.874, 22.874, 22.874, 15.001)"
20,s20,125,18954.238826995126,"(23.428, 23.428, 23.428, 22.983)","(16.0, 16.0, 16.0, 13.0)","(25.135, 25.135, 25.135, 25.135)","(22.8, 22.8, 22.8, 22.8)","(29.184, 29.184, 29.184, 29.184)","(35.291, 35.291, 35.291, 35.269)","(15.862, 15.862, 15.862, 6.05)","(22.66, 22.66, 22.66, 10.887)","(23.67, 23.67, 23.67, 23.67)","(15.59, 15.59, 15.59, 6.202)"
21,s20w90_75_25,125,18022.021112611863,"(23.939, 23.939, 23.939, 20.657)","(12.847, 12.847, 11.057, 10.566)","(22.359, 22.359, 22.359, 22.359)","(22.906, 22.906, 21.966, 19.984)","(29.127, 29.127, 28.42, 27.609)","(35.779, 35.779, 35.779, 34.033)","(18.547, 18.547, 18.547, 3.912)","(22.442, 22.442, 22.442, 13.444)","(24.048, 24.048, 24.048, 24.048)","(15.828, 15.828, 15.828, 6.23)"
22,s20w90_50_50,125,17623.160134027086,"(24.518, 24.518, 24.518, 18.844)","(9.93, 9.93, 9.88, 8.187)","(19.552, 19.552, 19.552, 19.552)","(22.0, 22.0, 22.0, 18.0)","(28.687, 28.687, 26.953, 26.351)","(38.008, 38.008, 38.008, 29.245)","(21.686, 21.686, 21.686, 3.514)","(22.839, 22.839, 22.839, 19.918)","(24.424, 24.424, 24.424, 24.424)","(18.453, 18.453, 18.453, 6.759)"
23,s20w90_25_75,125,17772.29936328472,"(24.919, 24.919, 24.919, 18.58)","(12.0, 12.0, 11.0, 5.0)","(19.0, 19.0, 18.0, 17.0)","(19.766, 19.766, 19.766, 17.09)","(29.0, 29.0, 26.0, 25.0)","(37.063, 37.063, 37.063, 30.525)","(22.84, 22.84, 22.84, 6.698)","(25.233, 25.233, 25.233, 13.092)","(24.802, 24.802, 24.802, 24.802)","(16.389, 16.389, 16.389, 14.212)"
24,w90,125,18564.108449799394,"(25.41, 25.41, 25.41, 16.105)","(13.179, 13.179, 12.875, 3.011)","(20.202, 20.202, 19.307, 13.986)","(22.043, 22.043, 21.117, 14.854)","(29.911, 29.911, 29.784, 24.242)","(38.264, 38.264, 38.264, 28.002)","(26.001, 26.001, 26.001, 6.967)","(25.894, 25.894, 25.894, 16.196)","(25.187, 25.187, 25.187, 25.187)","(17.612, 17.612, 17.612, 17.612)"
25,s20,150,17094.41670290251,"(21.812, 21.812, 21.812, 21.667)","(9.525, 9.525, 9.525, 9.525)","(19.788, 19.788, 19.788, 19.785)","(18.574, 18.574, 18.574, 18.47)","(25.768, 25.768, 24.925, 24.538)","(33.585, 33.585, 33.585, 33.585)","(12.677, 12.677, 12.677, 8.517)","(18.16, 18.16, 18.16, 13.709)","(21.69, 21.69, 21.69, 21.69)","(13.136, 13.136, 13.136, 7.467)"
26,s20w90_75_25,150,16204.611049631741,"(21.465, 21.465, 21.465, 21.465)","(10.327, 10.327, 9.88, 3.7)","(19.0, 19.0, 17.0, 17.0)","(19.355, 19.355, 18.696, 14.464)","(22.687, 22.687, 22.687, 22.687)","(33.409, 33.409, 33.409, 33.409)","(14.66, 14.66, 14.66, 7.037)","(18.963, 18.963, 18.963, 17.063)","(22.041, 22.041, 22.041, 22.041)","(12.992, 12.992, 12.992, 8.905)"
27,s20w90_50_50,150,15885.879557461572,"(21.55, 21.55, 21.55, 20.556)","(9.927, 9.927, 9.923, 0.727)","(16.11, 16.11, 16.062, 14.126)","(19.694, 19.694, 19.629, 11.472)","(22.973, 22.973, 22.96, 22.858)","(33.266, 33.266, 33.266, 33.266)","(16.879, 16.879, 16.879, 6.898)","(19.929, 19.929, 19.929, 19.929)","(22.405, 22.405, 22.405, 22.405)","(12.752, 12.752, 12.752, 11.756)"
28,s20w90_25_75,150,16282.727602852343,"(22.037, 22.037, 22.037, 18.244)","(9.971, 9.971, 9.4, 0.0)","(19.607, 19.607, 19.607, 10.258)","(19.017, 19.017, 19.017, 9.956)","(29.0, 29.0, 21.0, 20.0)","(33.149, 33.149, 33.149, 33.149)","(19.492, 19.492, 19.492, 7.524)","(22.455, 22.455, 22.455, 12.815)","(22.765, 22.765, 22.765, 22.765)","(13.599, 13.599, 13.599, 13.599)"
29,w90,150,17285.899850340058,"(22.416, 22.416, 22.416, 17.258)","(12.916, 12.916, 11.661, 0.0)","(21.984, 21.984, 20.014, 7.973)","(19.987, 19.987, 19.986, 7.571)","(32.0, 32.0, 27.0, 18.0)","(35.02, 35.02, 35.02, 29.31)","(21.714, 21.714, 21.714, 9.046)","(22.958, 22.958, 22.958, 16.219)","(23.129, 23.129, 23.129, 23.129)","(15.619, 15.619, 15.619, 15.619)"
30,s20,200,14547.341113608378,"(19.642, 19.642, 19.642, 19.642)","(8.874, 8.874, 8.36, 0.0)","(19.0, 19.0, 16.0, 9.0)","(16.037, 16.037, 16.037, 8.752)","(22.0, 22.0, 19.0, 15.0)","(32.642, 32.642, 32.642, 25.944)","(9.665, 9.665, 9.665, 9.578)","(15.209, 15.209, 15.209, 12.448)","(18.008, 18.008, 18.008, 18.008)","(12.475, 12.475, 12.471, 0.999)"
31,s20w90_75_25,200,13841.394796515768,"(19.595, 19.595, 19.595, 19.595)","(8.535, 8.535, 0.428, 0.0)","(19.246, 19.246, 15.14, 5.57)","(16.0, 16.0, 14.0, 5.0)","(22.254, 22.254, 18.829, 12.728)","(32.915, 32.915, 32.915, 24.793)","(10.448, 10.448, 10.448, 10.448)","(14.833, 14.833, 14.833, 14.833)","(18.343, 18.343, 18.343, 18.343)","(12.874, 12.874, 12.874, 0.304)"
32,s20w90_50_50,200,13688.923872612808,"(19.566, 19.566, 19.566, 19.566)","(8.119, 8.119, 2.685, 0.182)","(19.56, 19.56, 18.46, 1.658)","(16.609, 16.609, 16.56, 0.0)","(25.123, 25.123, 25.046, 9.689)","(30.0, 30.0, 30.0, 30.0)","(11.29, 11.29, 11.29, 11.29)","(15.245, 15.245, 15.242, 15.185)","(18.671, 18.671, 18.671, 18.671)","(12.889, 12.889, 12.875, 2.055)"
33,s20w90_25_75,200,14141.262029988528,"(19.567, 19.567, 19.567, 19.567)","(9.858, 9.858, 0.342, 0.0)","(19.408, 19.408, 19.174, 0.018)","(16.273, 16.273, 16.174, 0.003)","(29.034, 29.034, 27.052, 7.85)","(29.903, 29.903, 29.903, 29.903)","(12.946, 12.946, 12.946, 10.726)","(18.841, 18.841, 18.841, 8.959)","(19.003, 19.003, 19.003, 19.003)","(12.126, 12.126, 12.126, 7.081)"
34,w90,200,15281.935558032377,"(19.872, 19.872, 19.872, 19.872)","(12.891, 12.891, 0.199, 0.0)","(20.201, 20.201, 19.966, 0.086)","(18.842, 18.842, 18.671, 0.0)","(32.237, 32.237, 31.761, 6.213)","(32.867, 32.867, 32.867, 23.836)","(15.029, 15.029, 15.029, 11.224)","(18.911, 18.911, 18.911, 11.123)","(19.333, 19.333, 19.333, 19.333)","(11.884, 11.884, 11.884, 11.884)"
35,s20,400,10730.35842608958,"(16.807, 16.807, 16.807, 10.182)","(3.092, 3.092, 0.603, 0.0)","(15.814, 15.814, 13.716, 0.0)","(15.879, 15.879, 6.143, 0.0)","(19.05, 19.05, 18.735, 0.0)","(25.736, 25.736, 25.736, 18.767)","(3.286, 3.286, 3.286, 3.266)","(9.805, 9.805, 9.805, 8.409)","(13.35, 13.35, 13.35, 13.113)","(5.809, 5.809, 5.787, 5.521)"
36,s20w90_75_25,400,10742.20873931703,"(18.04, 18.04, 18.04, 5.259)","(3.002, 3.002, 1.464, 0.0)","(15.924, 15.924, 12.863, 0.0)","(15.788, 15.788, 4.108, 0.012)","(19.019, 19.019, 18.635, 0.0)","(25.735, 25.735, 25.735, 19.617)","(4.143, 4.143, 4.082, 4.0)","(9.789, 9.789, 9.789, 9.785)","(13.847, 13.847, 13.847, 12.909)","(6.208, 6.208, 6.208, 5.821)"
37,s20w90_50_50,400,10969.166468205824,"(17.181, 17.181, 17.181, 9.09)","(2.818, 2.818, 2.425, 0.489)","(15.913, 15.913, 12.947, 0.0)","(15.308, 15.308, 4.388, 0.0)","(21.982, 21.982, 9.961, 0.0)","(28.292, 28.292, 28.263, 13.689)","(5.437, 5.437, 5.437, 3.831)","(10.113, 10.113, 10.113, 10.113)","(14.376, 14.376, 14.376, 12.602)","(6.493, 6.493, 6.493, 6.493)"
38,s20w90_25_75,400,11391.184726334408,"(18.545, 18.545, 18.545, 3.75)","(3.64, 3.64, 2.89, 0.0)","(15.852, 15.852, 14.058, 0.003)","(16.0, 16.0, 2.0, 0.0)","(19.861, 19.861, 19.473, 0.0)","(25.996, 25.996, 25.996, 20.954)","(7.831, 7.831, 7.79, 1.678)","(10.445, 10.445, 10.445, 10.445)","(14.831, 14.831, 14.831, 12.628)","(6.898, 6.898, 6.898, 6.865)"
39,w90,400,12131.333161945195,"(18.299, 18.299, 18.299, 5.274)","(6.013, 6.013, 0.807, 0.0)","(15.895, 15.895, 15.842, 0.0)","(15.901, 15.901, 2.732, 0.026)","(25.829, 25.829, 5.823, 0.0)","(25.649, 25.649, 25.649, 23.001)","(8.897, 8.897, 8.897, 4.043)","(10.766, 10.766, 10.766, 10.766)","(16.992, 16.992, 16.992, 7.324)","(7.697, 7.697, 7.697, 7.697)"
40,s20,600,8858.521889562855,"(15.709, 15.709, 15.709, 3.121)","(2.114, 2.114, 0.069, 0.029)","(12.52, 12.52, 9.66, 0.0)","(12.163, 12.163, 8.907, 0.0)","(15.814, 15.814, 15.358, 0.0)","(21.36, 21.36, 21.331, 13.891)","(0.0, 0.0, 0.0, 0.0)","(5.138, 5.138, 5.138, 5.097)","(11.115, 11.115, 11.115, 10.676)","(3.25, 3.25, 3.25, 3.223)"
41,s20w90_75_25,600,8907.493105154861,"(15.946, 15.946, 15.946, 1.084)","(2.025, 2.025, 0.539, 0.0)","(12.697, 12.697, 8.778, 0.0)","(13.0, 13.0, 4.0, 0.0)","(16.117, 16.117, 13.535, 0.0)","(21.46, 21.46, 21.46, 13.795)","(1.062, 1.062, 0.999, 0.256)","(5.368, 5.368, 5.368, 5.258)","(11.408, 11.408, 11.408, 10.948)","(4.251, 4.251, 4.251, 1.933)"
42,s20w90_50_50,600,9139.623971694109,"(15.782, 15.782, 15.782, 0.464)","(2.258, 2.258, 0.267, 0.058)","(12.834, 12.834, 8.369, 0.052)","(13.153, 13.153, 2.462, 0.0)","(16.0, 16.0, 15.0, 0.0)","(19.914, 19.914, 19.914, 19.914)","(2.649, 2.649, 2.649, 0.259)","(5.56, 5.56, 5.527, 5.513)","(12.196, 12.196, 12.196, 9.867)","(4.302, 4.302, 4.302, 3.97)"
43,s20w90_25_75,600,9659.580825538735,"(14.499, 14.499, 14.499, 4.111)","(2.701, 2.701, 0.493, 0.0)","(13.293, 13.293, 8.032, 0.0)","(12.496, 12.496, 4.36, 0.024)","(18.794, 18.794, 9.029, 0.005)","(24.952, 24.952, 24.952, 6.516)","(3.973, 3.973, 3.973, 1.857)","(6.153, 6.153, 6.153, 6.153)","(12.949, 12.949, 12.938, 9.028)","(5.913, 5.913, 5.91, 1.073)"
44,w90,600,10333.232358877678,"(15.103, 15.103, 15.103, 0.762)","(3.196, 3.196, 1.891, 0.0)","(15.905, 15.905, 2.081, 0.0)","(12.822, 12.822, 3.733, 0.0)","(21.386, 21.386, 4.564, 0.0)","(24.325, 24.325, 24.325, 10.171)","(5.923, 5.923, 5.923, 2.186)","(7.088, 7.088, 7.077, 7.009)","(12.55, 12.55, 12.55, 11.758)","(5.433, 5.433, 5.433, 5.05)"
