,angle,batt kwh,total cost,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2
10,s20,75,32634.396396815435,"(30.912, 30.912, 30.912)","(25.943, 25.943, 25.943)","(37.019, 37.019, 37.019)","(34.28, 34.28, 34.28)","(40.0, 40.0, 40.0)","(50.67, 50.67, 50.67)","(26.97, 26.97, 26.97)","(30.483, 30.483, 30.483)","(31.764, 31.764, 31.764)","(28.206, 28.206, 28.206)"
11,s20w90_75_25,75,31816.336667503732,"(31.335, 31.335, 31.335)","(23.335, 23.335, 23.335)","(34.096, 34.096, 34.096)","(32.706, 32.706, 32.706)","(38.51, 38.51, 38.51)","(51.366, 51.366, 51.366)","(28.079, 28.079, 28.079)","(30.506, 30.506, 30.506)","(32.457, 32.457, 32.457)","(28.489, 28.489, 28.489)"
12,s20w90_50_50,75,31490.49085472461,"(31.781, 31.781, 31.781)","(21.621, 21.621, 21.621)","(31.304, 31.304, 31.304)","(31.083, 31.083, 31.083)","(37.221, 37.221, 37.221)","(51.953, 51.952, 51.953)","(29.43, 29.43, 29.43)","(30.592, 30.592, 30.592)","(33.162, 33.162, 33.162)","(28.613, 28.613, 28.613)"
13,s20w90_25_75,75,31909.44071177527,"(32.464, 32.464, 32.464)","(20.611, 20.611, 20.611)","(29.091, 29.091, 29.091)","(30.534, 30.534, 30.534)","(36.998, 36.998, 36.998)","(52.586, 52.586, 52.586)","(31.158, 31.158, 31.158)","(30.746, 30.746, 30.746)","(33.913, 33.913, 33.913)","(29.0, 29.0, 29.0)"
14,w90,75,33144.78526364632,"(32.778, 32.778, 32.778)","(19.71, 19.71, 19.71)","(28.693, 28.693, 28.693)","(30.497, 30.497, 30.497)","(36.702, 36.702, 36.702)","(53.386, 53.386, 53.386)","(35.896, 35.896, 35.896)","(32.49, 32.49, 32.49)","(34.724, 34.724, 34.724)","(29.406, 29.406, 29.406)"
15,s20,100,28548.086066924883,"(27.113, 27.113, 27.113)","(19.692, 19.692, 19.692)","(30.771, 30.771, 30.771)","(28.178, 28.178, 28.178)","(34.537, 34.537, 34.537)","(42.674, 42.674, 42.674)","(20.886, 20.886, 20.886)","(23.2, 23.2, 23.2)","(26.335, 26.335, 26.335)","(21.122, 21.122, 21.122)"
16,s20w90_75_25,100,27811.30859312064,"(27.443, 27.443, 27.443)","(17.139, 17.139, 17.139)","(28.134, 28.134, 28.134)","(26.341, 26.341, 26.341)","(33.0, 33.0, 33.0)","(43.278, 43.278, 43.278)","(22.153, 22.153, 22.153)","(24.525, 24.525, 24.525)","(27.105, 27.105, 27.105)","(21.176, 21.176, 21.176)"
17,s20w90_50_50,100,27554.497819107222,"(27.912, 27.912, 27.912)","(14.449, 14.449, 14.449)","(25.421, 25.421, 25.421)","(24.819, 24.819, 24.819)","(31.803, 31.803, 31.803)","(43.884, 43.884, 43.884)","(24.332, 24.332, 24.332)","(25.834, 25.834, 25.834)","(27.688, 27.688, 27.688)","(21.409, 21.409, 21.409)"
18,s20w90_25_75,100,27927.93477521202,"(28.455, 28.455, 28.455)","(13.292, 13.292, 13.292)","(22.745, 22.745, 22.745)","(23.626, 23.626, 23.626)","(30.797, 30.797, 30.797)","(44.583, 44.583, 44.583)","(26.83, 26.83, 26.83)","(27.312, 27.312, 27.312)","(28.403, 28.403, 28.403)","(21.677, 21.677, 21.677)"
19,w90,100,29121.431206856952,"(29.0, 29.0, 29.0)","(12.212, 12.212, 12.212)","(22.42, 22.42, 22.42)","(23.406, 23.406, 23.406)","(32.038, 32.038, 32.038)","(45.296, 45.296, 45.296)","(29.697, 29.697, 29.697)","(28.703, 28.703, 28.703)","(29.189, 29.189, 29.189)","(23.0, 23.0, 23.0)"
20,s20,125,25169.198987256426,"(23.451, 23.451, 23.451)","(13.411, 13.411, 13.411)","(25.123, 25.123, 25.123)","(23.0, 23.0, 23.0)","(29.368, 29.368, 29.368)","(35.398, 35.398, 35.398)","(16.0, 16.0, 16.0)","(20.348, 20.348, 20.348)","(23.692, 23.692, 23.692)","(15.68, 15.68, 15.68)"
21,s20w90_75_25,125,24342.56071467357,"(24.001, 24.001, 24.001)","(10.657, 10.657, 10.657)","(22.225, 22.225, 22.225)","(20.47, 20.47, 20.47)","(27.671, 27.671, 27.671)","(35.833, 35.833, 35.833)","(18.056, 18.056, 18.056)","(21.472, 21.472, 21.472)","(24.065, 24.065, 24.065)","(16.0, 16.0, 16.0)"
22,s20w90_50_50,125,24260.92040676108,"(24.424, 24.424, 24.424)","(9.551, 9.551, 9.551)","(19.689, 19.689, 19.689)","(19.193, 19.193, 19.193)","(26.474, 26.474, 26.474)","(36.571, 36.571, 36.571)","(20.551, 20.551, 20.551)","(22.782, 22.782, 22.782)","(24.571, 24.571, 24.571)","(16.236, 16.236, 16.236)"
23,s20w90_25_75,125,24773.730076673983,"(25.174, 25.174, 25.174)","(9.488, 9.488, 9.488)","(17.072, 17.072, 17.072)","(19.0, 19.0, 19.0)","(26.303, 26.303, 26.303)","(37.081, 37.081, 37.081)","(23.0, 23.0, 23.0)","(24.086, 24.086, 24.086)","(24.912, 24.912, 24.912)","(16.397, 16.397, 16.397)"
24,w90,125,26403.116896332518,"(25.52, 25.52, 25.52)","(11.735, 11.735, 11.735)","(17.95, 17.95, 17.95)","(19.607, 19.607, 19.607)","(27.944, 27.944, 27.944)","(37.931, 37.931, 37.931)","(25.733, 25.733, 25.733)","(25.516, 25.516, 25.516)","(25.409, 25.409, 25.409)","(17.798, 17.798, 17.798)"
25,s20,150,22705.043192601748,"(21.999, 21.999, 21.999)","(9.53, 9.53, 9.53)","(19.783, 19.783, 19.783)","(18.722, 18.722, 18.722)","(24.39, 24.39, 24.39)","(33.66, 33.66, 33.66)","(12.681, 12.681, 12.681)","(17.614, 17.614, 17.614)","(21.91, 21.91, 21.91)","(12.07, 12.07, 12.07)"
26,s20w90_75_25,150,21995.425758064317,"(21.498, 21.498, 21.498)","(8.54, 8.54, 8.54)","(17.122, 17.122, 17.122)","(16.735, 16.735, 16.735)","(22.621, 22.621, 22.621)","(33.488, 33.488, 33.488)","(14.657, 14.657, 14.657)","(18.732, 18.732, 18.732)","(22.043, 22.043, 22.043)","(12.42, 12.42, 12.42)"
27,s20w90_50_50,150,22104.99624996137,"(21.432, 21.432, 21.432)","(8.017, 8.017, 8.017)","(15.663, 15.663, 15.663)","(16.35, 16.35, 16.35)","(22.976, 22.976, 22.976)","(33.29, 33.29, 33.29)","(17.043, 17.043, 17.043)","(20.0, 20.0, 20.0)","(22.404, 22.404, 22.404)","(12.744, 12.744, 12.744)"
28,s20w90_25_75,150,22862.41453452785,"(21.901, 21.901, 21.901)","(8.031, 8.031, 8.031)","(15.648, 15.648, 15.648)","(16.0, 16.0, 16.0)","(24.408, 24.408, 24.408)","(33.359, 33.359, 33.359)","(19.207, 19.207, 19.207)","(21.137, 21.137, 21.137)","(22.801, 22.801, 22.801)","(13.61, 13.61, 13.61)"
29,w90,150,24495.443070242192,"(22.677, 22.677, 22.677)","(10.336, 10.336, 10.336)","(16.29, 16.29, 16.29)","(16.88, 16.88, 16.88)","(26.206, 26.206, 26.206)","(33.374, 33.374, 33.374)","(21.78, 21.78, 21.78)","(22.421, 22.421, 22.421)","(23.141, 23.141, 23.141)","(15.73, 15.73, 15.73)"
30,s20,200,19967.094188121187,"(19.656, 19.656, 19.656)","(6.745, 6.745, 6.745)","(14.838, 14.838, 14.838)","(14.458, 14.458, 14.458)","(19.45, 19.45, 19.45)","(30.31, 30.31, 30.31)","(10.0, 10.0, 10.0)","(14.496, 14.496, 14.496)","(18.105, 18.105, 18.105)","(10.373, 10.373, 10.373)"
31,s20w90_75_25,200,19513.821323069806,"(19.654, 19.654, 19.654)","(5.379, 5.379, 5.379)","(14.444, 14.444, 14.444)","(13.276, 13.276, 13.276)","(19.201, 19.201, 19.201)","(30.123, 30.122, 30.123)","(10.692, 10.692, 10.692)","(14.839, 14.839, 14.839)","(18.422, 18.422, 18.422)","(10.728, 10.728, 10.728)"
32,s20w90_50_50,200,19525.069554603684,"(19.633, 19.633, 19.633)","(5.481, 5.481, 5.481)","(13.881, 13.881, 13.881)","(12.284, 12.284, 12.284)","(19.616, 19.616, 19.616)","(30.0, 30.0, 30.0)","(11.342, 11.342, 11.342)","(15.242, 15.242, 15.242)","(18.673, 18.673, 18.673)","(10.825, 10.825, 10.825)"
33,s20w90_25_75,200,20394.639085430776,"(19.692, 19.692, 19.692)","(6.557, 6.557, 6.557)","(14.281, 14.281, 14.281)","(13.0, 13.0, 13.0)","(20.96, 20.96, 20.96)","(30.0, 30.0, 30.0)","(12.966, 12.966, 12.966)","(16.063, 16.063, 16.063)","(19.009, 19.009, 19.009)","(11.193, 11.193, 11.193)"
34,w90,200,21954.611273196922,"(20.0, 20.0, 20.0)","(8.548, 8.548, 8.548)","(14.824, 14.824, 14.824)","(15.241, 15.241, 15.241)","(22.676, 22.676, 22.676)","(30.237, 30.237, 30.237)","(15.278, 15.278, 15.278)","(17.111, 17.111, 17.111)","(19.357, 19.356, 19.357)","(11.902, 11.902, 11.902)"
35,s20,400,15359.58612176659,"(15.663, 15.663, 15.663)","(2.245, 2.245, 2.245)","(11.457, 11.457, 11.457)","(10.17, 10.17, 10.17)","(14.682, 14.682, 14.682)","(23.87, 23.87, 23.87)","(3.297, 3.297, 3.297)","(9.602, 9.602, 9.602)","(13.485, 13.485, 13.485)","(6.0, 6.0, 6.0)"
36,s20w90_75_25,400,15438.074015438086,"(15.628, 15.628, 15.628)","(2.347, 2.347, 2.347)","(11.168, 11.168, 11.168)","(10.0, 10.0, 10.0)","(14.521, 14.521, 14.521)","(24.328, 24.328, 24.328)","(4.211, 4.211, 4.211)","(10.0, 10.0, 10.0)","(13.691, 13.691, 13.691)","(6.425, 6.425, 6.425)"
37,s20w90_50_50,400,15794.19855397306,"(15.667, 15.667, 15.667)","(2.28, 2.28, 2.28)","(11.773, 11.773, 11.773)","(10.0, 10.0, 10.0)","(14.98, 14.98, 14.98)","(24.402, 24.402, 24.402)","(5.354, 5.354, 5.354)","(10.214, 10.214, 10.214)","(14.005, 14.005, 14.005)","(6.645, 6.645, 6.645)"
38,s20w90_25_75,400,16509.397509155555,"(15.994, 15.994, 15.994)","(3.0, 3.0, 3.0)","(11.788, 11.788, 11.788)","(10.0, 10.0, 10.0)","(15.246, 15.246, 15.246)","(25.01, 25.01, 25.01)","(6.561, 6.561, 6.561)","(10.545, 10.545, 10.545)","(14.367, 14.367, 14.367)","(7.314, 7.314, 7.314)"
39,w90,400,17523.569039412418,"(16.0, 16.0, 16.0)","(4.124, 4.124, 4.124)","(12.524, 12.524, 12.524)","(9.913, 9.913, 9.913)","(16.235, 16.235, 16.235)","(25.003, 25.003, 25.003)","(7.938, 7.938, 7.938)","(10.987, 10.987, 10.987)","(15.005, 15.005, 15.005)","(7.776, 7.776, 7.776)"
40,s20,600,12519.087598434506,"(13.217, 13.217, 13.217)","(1.64, 1.64, 1.64)","(9.0, 9.0, 9.0)","(8.757, 8.757, 8.757)","(12.482, 12.482, 12.482)","(19.288, 19.288, 19.288)","(0.0, 0.0, 0.0)","(5.604, 5.604, 5.604)","(11.059, 11.059, 11.059)","(3.375, 3.375, 3.375)"
41,s20w90_75_25,600,12550.541818639122,"(12.825, 12.825, 12.825)","(1.718, 1.718, 1.718)","(9.0, 9.0, 9.0)","(8.319, 8.319, 8.319)","(12.071, 12.071, 12.071)","(19.544, 19.544, 19.544)","(0.885, 0.885, 0.885)","(5.478, 5.478, 5.478)","(11.306, 11.306, 11.306)","(3.912, 3.912, 3.912)"
42,s20w90_50_50,600,12975.15615765576,"(13.0, 13.0, 13.0)","(1.584, 1.584, 1.584)","(9.0, 9.0, 9.0)","(8.195, 8.195, 8.195)","(12.47, 12.47, 12.47)","(20.0, 20.0, 20.0)","(2.105, 2.105, 2.105)","(5.571, 5.571, 5.571)","(11.858, 11.858, 11.858)","(4.419, 4.419, 4.419)"
43,s20w90_25_75,600,13869.925398712307,"(12.467, 12.467, 12.467)","(2.206, 2.206, 2.206)","(9.517, 9.517, 9.517)","(8.458, 8.458, 8.458)","(13.161, 13.161, 13.161)","(20.378, 20.378, 20.378)","(4.127, 4.127, 4.127)","(6.238, 6.238, 6.238)","(11.992, 11.992, 11.992)","(4.954, 4.954, 4.954)"
44,w90,600,14963.864613106318,"(12.572, 12.572, 12.572)","(3.0, 3.0, 3.0)","(10.284, 10.284, 10.284)","(8.298, 8.298, 8.298)","(14.236, 14.236, 14.236)","(20.978, 20.978, 20.978)","(5.375, 5.375, 5.375)","(7.109, 7.109, 7.109)","(12.627, 12.627, 12.627)","(5.623, 5.623, 5.623)"
