,angle,batt kwh,total cost,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2
10,s20,75,40156.61420106953,"(35.302, 35.302, 35.302)","(26.683, 26.683, 26.683)","(38.314, 38.314, 38.314)","(42.413, 42.413, 42.413)","(49.802, 49.802, 49.802)","(56.848, 56.848, 56.848)","(35.112, 35.112, 35.112)","(35.824, 35.824, 35.824)","(41.432, 41.432, 41.432)","(32.375, 32.375, 32.375)"
11,s20w90_75_25,75,40306.43145215133,"(35.76, 35.76, 35.76)","(25.056, 25.056, 25.056)","(37.566, 37.566, 37.566)","(41.519, 41.519, 41.519)","(49.533, 49.533, 49.533)","(57.181, 57.181, 57.181)","(39.826, 39.826, 39.826)","(51.321, 44.374, 44.258)","(41.791, 41.791, 41.791)","(33.0, 33.0, 33.0)"
12,s20w90_50_50,75,40498.53047232251,"(36.276, 36.276, 36.276)","(24.009, 24.009, 24.009)","(38.161, 38.161, 38.161)","(40.983, 40.983, 40.983)","(49.153, 49.153, 49.153)","(57.494, 57.494, 57.494)","(40.68, 40.68, 40.68)","(47.347, 45.081, 44.739)","(42.0, 42.0, 42.0)","(34.267, 34.267, 34.267)"
13,s20w90_25_75,75,41202.04997848671,"(36.843, 36.843, 36.843)","(25.583, 25.583, 25.583)","(39.703, 39.703, 39.703)","(40.675, 40.675, 40.675)","(48.93, 48.93, 48.93)","(57.902, 57.902, 57.902)","(46.613, 43.436, 40.914)","(46.241, 45.848, 45.136)","(38.394, 38.394, 38.394)","(35.434, 35.434, 35.434)"
14,w90,75,42708.95975690556,"(37.223, 37.223, 37.223)","(30.256, 30.256, 30.256)","(41.336, 41.336, 41.336)","(42.506, 42.506, 42.506)","(51.615, 51.615, 51.615)","(58.176, 58.176, 58.176)","(48.965, 47.232, 40.893)","(45.902, 45.902, 45.902)","(44.857, 44.857, 44.857)","(42.004, 42.004, 42.004)"
15,s20,100,36415.56346073864,"(32.507, 32.507, 32.507)","(20.443, 20.443, 20.443)","(32.4, 32.4, 32.4)","(35.524, 35.524, 35.524)","(42.726, 42.726, 42.726)","(48.762, 48.762, 48.762)","(30.892, 30.892, 30.892)","(31.587, 31.587, 31.587)","(31.058, 31.058, 31.058)","(25.701, 25.701, 25.701)"
16,s20w90_75_25,100,36972.45058894359,"(32.905, 32.905, 32.905)","(19.129, 19.129, 19.129)","(32.251, 32.251, 32.251)","(34.936, 34.936, 34.936)","(42.289, 42.289, 42.289)","(49.174, 49.174, 49.174)","(32.172, 32.172, 32.172)","(50.081, 44.541, 43.812)","(31.466, 31.466, 31.466)","(26.807, 26.807, 26.807)"
17,s20w90_50_50,100,37459.63403410728,"(33.32, 33.32, 33.32)","(19.827, 19.827, 19.827)","(33.333, 33.333, 33.333)","(34.388, 34.388, 34.388)","(42.152, 42.152, 42.152)","(49.46, 49.46, 49.46)","(34.226, 34.226, 34.226)","(48.119, 45.047, 44.874)","(31.83, 31.83, 31.83)","(28.158, 28.158, 28.158)"
18,s20w90_25_75,100,38748.907283291155,"(33.798, 33.798, 33.798)","(21.924, 21.924, 21.924)","(35.014, 35.014, 35.014)","(36.0, 36.0, 36.0)","(44.393, 44.393, 44.393)","(49.827, 49.827, 49.827)","(41.454, 41.454, 41.454)","(46.818, 45.738, 45.504)","(34.16, 34.16, 34.16)","(29.358, 29.358, 29.358)"
19,w90,100,40325.57304902344,"(34.329, 34.329, 34.329)","(26.605, 26.605, 26.605)","(36.601, 36.601, 36.601)","(38.458, 38.458, 38.458)","(47.624, 47.624, 47.624)","(50.728, 50.728, 50.728)","(42.571, 42.571, 42.571)","(45.846, 45.846, 45.846)","(36.78, 36.78, 36.78)","(30.713, 30.713, 30.713)"
20,s20,125,33622.001578953044,"(30.087, 30.087, 30.087)","(17.017, 17.017, 17.017)","(27.851, 27.851, 27.851)","(29.406, 29.406, 29.406)","(36.71, 36.71, 36.71)","(45.37, 45.37, 45.37)","(26.782, 26.782, 26.782)","(28.459, 28.459, 28.459)","(26.516, 26.516, 26.516)","(20.366, 20.366, 20.366)"
21,s20w90_75_25,125,33896.55240905744,"(30.085, 30.085, 30.085)","(17.605, 17.605, 17.605)","(27.828, 27.828, 27.828)","(28.492, 28.492, 28.492)","(37.225, 37.225, 37.225)","(45.343, 45.343, 45.343)","(28.119, 28.119, 28.119)","(29.189, 29.189, 29.189)","(26.576, 26.576, 26.576)","(21.36, 21.36, 21.36)"
22,s20w90_50_50,125,34667.49627186392,"(30.602, 30.602, 30.602)","(18.117, 18.117, 18.117)","(28.851, 28.851, 28.851)","(30.0, 30.0, 30.0)","(37.963, 37.963, 37.963)","(45.227, 45.227, 45.227)","(29.736, 29.736, 29.736)","(29.831, 29.831, 29.831)","(27.823, 27.823, 27.823)","(22.48, 22.48, 22.48)"
23,s20w90_25_75,125,36411.784067836685,"(31.02, 31.02, 31.02)","(18.807, 18.807, 18.807)","(30.309, 30.309, 30.309)","(32.172, 32.172, 32.172)","(40.75, 40.75, 40.75)","(45.181, 45.181, 45.181)","(32.502, 32.502, 32.502)","(46.901, 45.685, 45.629)","(30.114, 30.114, 30.114)","(23.995, 23.995, 23.995)"
24,w90,125,38242.020731480836,"(31.637, 31.637, 31.637)","(23.194, 23.194, 23.194)","(32.226, 32.226, 32.226)","(34.533, 34.533, 34.533)","(43.803, 43.803, 43.803)","(46.235, 46.235, 46.235)","(36.0, 36.0, 36.0)","(45.875, 45.875, 45.875)","(32.419, 32.419, 32.419)","(26.284, 26.284, 26.284)"
25,s20,150,32044.24787378099,"(28.473, 28.473, 28.473)","(16.288, 16.288, 16.288)","(25.431, 25.431, 25.431)","(25.18, 25.18, 25.18)","(34.913, 34.913, 34.913)","(43.56, 43.56, 43.56)","(23.101, 23.101, 23.101)","(25.36, 25.36, 25.36)","(24.286, 24.286, 24.286)","(17.866, 17.866, 17.866)"
26,s20w90_75_25,150,32415.303060256745,"(28.244, 28.244, 28.244)","(16.548, 16.548, 16.548)","(25.149, 25.149, 25.149)","(25.973, 25.973, 25.973)","(35.475, 35.475, 35.475)","(43.705, 43.705, 43.705)","(24.431, 24.431, 24.431)","(26.048, 26.048, 26.048)","(24.452, 24.452, 24.452)","(18.951, 18.951, 18.951)"
27,s20w90_50_50,150,32936.814885366555,"(28.177, 28.177, 28.177)","(16.637, 16.637, 16.637)","(25.173, 25.173, 25.173)","(26.79, 26.79, 26.79)","(36.169, 36.169, 36.169)","(43.545, 43.545, 43.545)","(25.683, 25.683, 25.683)","(26.752, 26.752, 26.752)","(24.655, 24.655, 24.655)","(20.0, 20.0, 20.0)"
28,s20w90_25_75,150,33964.11028014744,"(28.387, 28.387, 28.387)","(16.921, 16.921, 16.921)","(26.393, 26.393, 26.393)","(28.55, 28.55, 28.55)","(37.044, 37.044, 37.044)","(43.396, 43.396, 43.396)","(27.886, 27.886, 27.886)","(27.624, 27.624, 27.624)","(26.582, 26.582, 26.582)","(21.256, 21.256, 21.256)"
29,w90,150,35566.77724540459,"(28.884, 28.884, 28.884)","(19.981, 19.981, 19.981)","(28.342, 28.342, 28.342)","(30.79, 30.79, 30.79)","(40.139, 40.139, 40.139)","(43.342, 43.342, 43.342)","(31.307, 31.307, 31.307)","(28.05, 28.05, 28.05)","(28.664, 28.664, 28.664)","(22.391, 22.391, 22.391)"
30,s20,200,29668.74311425699,"(24.912, 24.912, 24.912)","(15.472, 15.472, 15.472)","(23.334, 23.334, 23.334)","(22.542, 22.542, 22.542)","(31.278, 31.278, 31.278)","(40.0, 40.0, 40.0)","(16.646, 16.646, 16.646)","(19.674, 19.674, 19.674)","(20.357, 20.357, 20.357)","(14.078, 14.078, 14.078)"
31,s20w90_75_25,200,30002.096158795146,"(24.802, 24.802, 24.802)","(15.467, 15.467, 15.467)","(22.968, 22.968, 22.968)","(23.0, 23.0, 23.0)","(31.917, 31.917, 31.917)","(40.0, 40.0, 40.0)","(17.734, 17.734, 17.734)","(20.236, 20.236, 20.236)","(20.57, 20.57, 20.57)","(14.965, 14.965, 14.965)"
32,s20w90_50_50,200,30568.456741082377,"(24.804, 24.804, 24.804)","(15.762, 15.762, 15.762)","(23.0, 23.0, 23.0)","(23.705, 23.705, 23.705)","(32.729, 32.729, 32.729)","(39.883, 39.883, 39.883)","(18.872, 18.872, 18.872)","(20.921, 20.921, 20.921)","(20.763, 20.763, 20.763)","(16.208, 16.208, 16.208)"
33,s20w90_25_75,200,31260.70321666211,"(24.737, 24.737, 24.737)","(16.0, 16.0, 16.0)","(23.28, 23.28, 23.28)","(24.627, 24.627, 24.627)","(33.527, 33.527, 33.527)","(39.901, 39.901, 39.901)","(20.222, 20.222, 20.222)","(21.454, 21.454, 21.454)","(21.063, 21.063, 21.063)","(17.066, 17.066, 17.066)"
34,w90,200,32220.910745861453,"(24.533, 24.533, 24.533)","(16.546, 16.546, 16.546)","(23.403, 23.403, 23.403)","(25.704, 25.704, 25.704)","(34.516, 34.516, 34.516)","(40.0, 40.0, 40.0)","(22.43, 22.43, 22.43)","(22.195, 22.195, 22.195)","(22.171, 22.171, 22.171)","(18.177, 18.177, 18.177)"
35,s20,400,25829.77446844686,"(20.227, 20.227, 20.227)","(13.187, 13.187, 13.187)","(20.0, 20.0, 20.0)","(19.655, 19.655, 19.655)","(24.582, 24.582, 24.582)","(30.17, 30.17, 30.17)","(10.0, 10.0, 10.0)","(11.741, 11.741, 11.741)","(16.0, 16.0, 16.0)","(9.445, 9.445, 9.445)"
36,s20w90_75_25,400,26134.492916096053,"(20.052, 20.052, 20.052)","(13.303, 13.303, 13.303)","(19.901, 19.901, 19.901)","(19.629, 19.629, 19.629)","(24.881, 24.881, 24.881)","(30.462, 30.462, 30.462)","(10.694, 10.694, 10.694)","(12.162, 12.162, 12.162)","(16.09, 16.09, 16.09)","(9.948, 9.948, 9.948)"
37,s20w90_50_50,400,26634.917434526124,"(20.0, 20.0, 20.0)","(13.648, 13.648, 13.648)","(20.0, 20.0, 20.0)","(19.649, 19.649, 19.649)","(25.099, 25.099, 25.099)","(30.667, 30.667, 30.667)","(11.689, 11.689, 11.689)","(13.0, 13.0, 13.0)","(16.324, 16.324, 16.324)","(10.415, 10.415, 10.415)"
38,s20w90_25_75,400,27244.042673680346,"(20.0, 20.0, 20.0)","(13.942, 13.942, 13.942)","(20.171, 20.171, 20.171)","(20.0, 20.0, 20.0)","(25.701, 25.701, 25.701)","(30.88, 30.88, 30.88)","(12.627, 12.627, 12.627)","(13.539, 13.539, 13.539)","(16.466, 16.466, 16.466)","(10.97, 10.97, 10.97)"
39,w90,400,27996.045674161192,"(20.0, 20.0, 20.0)","(14.253, 14.253, 14.253)","(20.671, 20.671, 20.671)","(20.763, 20.763, 20.763)","(26.119, 26.119, 26.119)","(31.121, 31.121, 31.121)","(13.521, 13.521, 13.521)","(14.221, 14.221, 14.221)","(16.676, 16.676, 16.676)","(11.525, 11.525, 11.525)"
40,s20,600,24194.312856950928,"(17.949, 17.949, 17.949)","(12.676, 12.676, 12.676)","(17.577, 17.577, 17.577)","(18.324, 18.324, 18.324)","(22.387, 22.387, 22.387)","(27.011, 27.011, 27.011)","(8.47, 8.47, 8.47)","(9.481, 9.481, 9.481)","(14.28, 14.28, 14.28)","(7.302, 7.302, 7.302)"
41,s20w90_75_25,600,24615.016354139516,"(18.172, 18.172, 18.172)","(13.0, 13.0, 13.0)","(17.895, 17.895, 17.895)","(17.778, 17.778, 17.778)","(22.752, 22.752, 22.752)","(27.223, 27.223, 27.223)","(9.0, 9.0, 9.0)","(10.26, 10.26, 10.26)","(14.389, 14.389, 14.389)","(8.052, 8.052, 8.052)"
42,s20w90_50_50,600,25015.39893599902,"(17.879, 17.879, 17.879)","(13.0, 13.0, 13.0)","(17.792, 17.792, 17.792)","(17.81, 17.81, 17.81)","(23.11, 23.11, 23.11)","(27.433, 27.433, 27.433)","(10.0, 10.0, 10.0)","(10.861, 10.861, 10.861)","(14.479, 14.479, 14.479)","(8.181, 8.181, 8.181)"
43,s20w90_25_75,600,25696.094857238782,"(17.735, 17.735, 17.735)","(13.03, 13.03, 13.03)","(18.32, 18.32, 18.32)","(18.313, 18.313, 18.313)","(23.626, 23.626, 23.626)","(27.811, 27.811, 27.811)","(10.724, 10.724, 10.724)","(11.591, 11.591, 11.591)","(14.851, 14.851, 14.851)","(9.0, 9.0, 9.0)"
44,w90,600,26415.602569974355,"(17.756, 17.756, 17.756)","(13.437, 13.437, 13.437)","(18.518, 18.518, 18.518)","(18.516, 18.516, 18.516)","(24.325, 24.325, 24.325)","(27.942, 27.942, 27.942)","(11.867, 11.867, 11.867)","(12.388, 12.388, 12.388)","(15.013, 15.013, 15.013)","(9.18, 9.18, 9.18)"
