,angle,batt kwh,total cost,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2
10,w90,100,8328.441730256327,"(22.096, 18.89, 0.008)","(11.704, 11.704, 0.246)","(19.784, 19.784, 0.055)","(22.519, 22.519, 6.293)","(34.15, 34.15, 0.0)","(56.574, 56.504, 0.196)","(18.705, 12.056, 0.0)","(21.743, 20.814, 0.0)","(28.706, 28.706, 0.0)","(20.257, 15.662, 0.0)"
11,s20w90,100,8525.71975193537,"(20.047, 18.758, 0.009)","(11.99, 11.99, 0.348)","(21.446, 21.437, 0.017)","(23.189, 23.189, 2.801)","(36.703, 36.703, 0.0)","(66.728, 66.728, 0.0)","(13.142, 12.863, 0.0)","(21.159, 16.113, 0.0)","(26.902, 26.845, 0.0)","(19.352, 19.339, 0.0)"
12,s20,125,7916.137932017438,"(14.815, 14.789, 0.0)","(12.037, 12.037, 8.774)","(27.395, 27.382, 0.0)","(24.692, 24.692, 0.0)","(38.267, 38.267, 0.079)","(59.425, 59.425, 4.466)","(8.66, 8.634, 0.0)","(15.914, 15.869, 0.026)","(22.506, 22.506, 0.0)","(12.503, 12.462, 0.0)"
13,w90,125,6542.710202739075,"(18.715, 18.715, 0.0)","(7.95, 7.95, 1.087)","(15.317, 15.317, 0.0)","(18.786, 18.731, 1.641)","(27.238, 27.169, 0.094)","(39.265, 39.265, 0.202)","(14.184, 6.987, 0.0)","(18.374, 18.374, 0.045)","(26.149, 26.12, 0.0)","(14.387, 13.444, 0.0)"
14,s20w90,125,6553.626926263435,"(16.936, 15.803, 0.057)","(8.169, 8.169, 3.59)","(15.582, 15.582, 0.05)","(18.867, 18.867, 0.507)","(29.636, 29.636, 0.0)","(46.608, 46.608, 0.102)","(9.314, 9.314, 0.0)","(16.512, 16.493, 0.009)","(24.336, 24.305, 0.0)","(13.416, 13.077, 0.042)"
15,s20,150,6176.891782934472,"(13.953, 13.933, 0.0)","(8.604, 8.604, 8.456)","(20.713, 20.713, 0.0)","(19.144, 19.144, 0.014)","(31.025, 31.021, 0.156)","(42.748, 42.737, 2.893)","(7.109, 6.863, 0.0)","(13.848, 13.845, 0.0)","(20.296, 20.18, 0.0)","(7.429, 7.429, 0.01)"
16,w90,150,5107.331997063997,"(15.875, 15.042, 0.0)","(4.775, 4.775, 4.775)","(11.082, 11.082, 0.032)","(15.752, 15.752, 2.091)","(20.74, 20.74, 0.0)","(27.884, 27.791, 0.0)","(10.911, 8.808, 0.0)","(16.0, 16.0, 0.0)","(23.582, 23.582, 0.0)","(9.375, 9.146, 0.0)"
17,s20w90,150,4989.042363499812,"(14.468, 14.468, 0.0)","(5.286, 5.286, 3.879)","(11.7, 11.688, 0.014)","(15.869, 15.869, 1.62)","(23.0, 23.0, 0.0)","(28.662, 28.662, 0.017)","(7.755, 7.693, 0.0)","(14.659, 14.659, 0.0)","(21.921, 21.907, 0.0)","(8.423, 8.319, 0.0)"
18,s20,200,3884.33924930068,"(12.853, 12.851, 0.0)","(4.524, 4.524, 4.501)","(10.12, 10.106, 0.049)","(12.064, 11.991, 0.0)","(18.088, 18.088, 0.0)","(23.123, 23.122, 0.002)","(4.229, 4.191, 0.0)","(11.782, 11.746, 0.053)","(15.953, 15.95, 0.011)","(5.359, 5.178, 0.0)"
19,w90,200,3677.1619969342237,"(13.676, 13.274, 0.0)","(0.745, 0.506, 0.0)","(4.365, 4.314, 0.0)","(9.947, 9.947, 2.498)","(9.681, 9.681, 0.017)","(25.481, 25.3, 0.024)","(8.04, 8.04, 0.0)","(14.517, 14.517, 0.0)","(19.078, 19.078, 0.0)","(6.459, 6.395, 0.0)"
20,s20w90,200,3476.0653015036964,"(13.0, 13.0, 0.0)","(1.196, 1.196, 0.0)","(5.259, 5.191, 0.026)","(10.06, 10.06, 1.268)","(11.413, 11.413, 0.0)","(23.523, 23.523, 0.0)","(5.061, 4.815, 0.0)","(13.173, 13.073, 0.003)","(17.503, 17.503, 0.0)","(5.599, 5.546, 0.0)"
21,s20,400,1459.576631348064,"(8.848, 8.835, 0.024)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.675, 0.066, 0.0)","(16.15, 15.818, 0.0)","(0.0, 0.0, 0.0)","(6.486, 6.486, 0.0)","(10.034, 10.034, 0.0)","(2.855, 0.121, 0.083)"
22,w90,400,1765.843681639995,"(9.182, 9.182, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(1.73, 1.488, 0.0)","(17.35, 17.35, 0.0)","(1.09, 1.09, 0.0)","(8.918, 8.918, 0.0)","(12.486, 12.486, 0.0)","(3.0, 3.0, 0.0)"
23,s20w90,400,1538.174927827966,"(9.0, 9.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(16.541, 16.533, 0.0)","(0.0, 0.0, 0.0)","(7.528, 7.528, 0.02)","(11.301, 11.271, 0.009)","(2.47, 2.057, 0.006)"
24,s20,600,908.7519605754238,"(5.005, 5.005, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(11.825, 11.763, 0.0)","(0.0, 0.0, 0.0)","(2.636, 2.636, 0.0)","(8.527, 6.873, 0.0)","(0.0, 0.0, 0.0)"
25,w90,600,1117.1358288427143,"(5.402, 5.402, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(13.1, 13.1, 0.027)","(0.0, 0.0, 0.0)","(4.429, 4.403, 0.0)","(10.258, 10.258, 0.052)","(0.861, 0.142, 0.0)"
26,s20w90,600,990.0459227549812,"(5.217, 5.217, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(12.281, 12.255, 0.0)","(0.0, 0.0, 0.0)","(3.551, 3.316, 0.0)","(9.082, 9.082, 0.0)","(0.02, 0.02, 0.015)"
